Year,UNIT_MEASURE,Value
2002,Број,10
2003,Број,5
2004,Број,18
2005,Број,9
2006,Број,15
2007,Број,17
2008,Број,11
2009,Број,5
2010,Број,7
2011,Број,5
2012,Број,6
2013,Број,5
2014,Број,6
2015,Број,4
2016,Број,9
2017,Број,9
2018,Број,5
2019,Број,42
