Year,Value,UNIT_MEASURE
2007,15.0,Broj
2008,11.0,Broj
2009,14.9,Broj
2010,12.6,Broj
2011,10.3,Broj
2012,14.8,Broj
2013,8.4,Broj
2014,14.4,Broj
2015,13.4,Broj
2016,19.1,Broj
2017,10.3,Broj
