Year,Value,UNIT_MEASURE
1996,8.9,‰
1997,7.7,‰
1998,6.8,‰
1999,5.2,‰
2000,3.6,‰
2001,3.1,‰
2002,2.6,‰
2003,2.1,‰
2004,1.7,‰
2005,1.2,‰
2006,1.3,‰
2007,1.0,‰
2008,1.5,‰
2009,1.3,‰
2010,0.9,‰
2011,0.5,‰
2012,0.3,‰
2013,-0.1,‰
2014,-0.2,‰
2015,-1.1,‰
2016,-0.7,‰
2017,-0.8,‰
2018,-1.2,‰
2019,-1.8,‰
2020,-4.0,‰
2021,-5.6,‰
2022,-3.1,‰
2023,-1.9,‰
