Year,Value,UNIT_MEASURE
2002,10,Broj
2003,5,Broj
2004,18,Broj
2005,9,Broj
2006,15,Broj
2007,17,Broj
2008,11,Broj
2009,5,Broj
2010,7,Broj
2011,5,Broj
2012,6,Broj
2013,5,Broj
2014,6,Broj
2015,4,Broj
2016,9,Broj
2017,9,Broj
2018,5,Broj
2019,42,Broj
