Value,en,bs,sr,hr,Disaggregation combinations using this value,Number of indicators
_T,Total,Ukupno,Укупно,Ukupno,4,2
adult_beneficiaries,Adult beneficiaries,Odrasli korisnici,Одрасли корисници,Odrasli korisnici,4,2
minor_beneficiaries,Minor beneficiaries,Maloljetni korisnici,Малољетни корисници,Malodobni korisnici,4,2
