Value,en,bs,sr,hr,Disaggregation combinations using this value,Number of indicators
Q1,Q1,Q1,I квартал,Q1,72,3
Q2,Q2,Q2,II квартал,Q2,72,3
Q3,Q3,Q3,III квартал,Q3,72,3
Q4,Q4,Q4,IV квартал,Q4,72,3
