Value,en,bs,sr,hr,Disaggregation combinations using this value,Number of indicators
elementary_education,Elementary education,Osnovna škola,Основна школа,Osnovna škola,33,1
first_degree,Higher school and first degree of faculty,Viša škola i prvi stepen fakulteta,Виша школа и први степен факултета,Viša škola i prvi stepen fakulteta,33,1
incomplete_elementary,Incomplete elementary education,Nepotpuno osnovno obrazovanje,Непотпуно основно образовање,Nepotpuno osnovno obrazovanje,33,1
no_education,No education,Bez obrazovanja,Без образовања,Bez obrazovanja,33,1
secondary_education,Secondary education,Srednja škola,Средња школа,Srednja škola,33,1
secondary_specialization,Secondary specialisation,Specijalizacija poslije srednje škole,Специјализација послије средње школе,Specijalizacija poslije srednje škole,33,1
T,Total,Ukupno,Укупно,Ukupno,33,1
university_degree,Faculty / academy / university,Visoka škola / fakultet / akademija / univerzitet,Висока школа / факултет / академија / универзитет,Visoka škola / fakultet / akademija / sveučilište,33,1
