Year,UNIT_MEASURE,Value
1996,AGE,23.6
1997,AGE,23.5
1998,AGE,23.9
1999,AGE,24.2
2000,AGE,24.2
2001,AGE,24.2
2002,AGE,24.2
2003,AGE,24.3
2004,AGE,24.5
2005,AGE,24.5
2006,AGE,24.6
2007,AGE,24.8
2008,AGE,24.9
2009,AGE,25.1
2010,AGE,25.4
2011,AGE,25.6
2012,AGE,25.7
2013,AGE,26.1
2014,AGE,26.2
2015,AGE,26.4
2016,AGE,26.3
2017,AGE,26.7
2018,AGE,26.7
2019,AGE,26.8
2020,AGE,26.9
2021,AGE,27.1
2022,AGE,27.2
