Year,UNIT_MEASURE,Admin_Area,Sex,Value
2009,NUMBER,federation_of_bih,_T,872
2010,NUMBER,federation_of_bih,_T,1473
2011,NUMBER,federation_of_bih,_T,4405
2012,NUMBER,federation_of_bih,_T,5117
2013,NUMBER,federation_of_bih,_T,5603
2014,NUMBER,federation_of_bih,_T,6326
2015,NUMBER,federation_of_bih,_T,5523
2016,NUMBER,federation_of_bih,_T,6371
2017,NUMBER,federation_of_bih,_T,6224
2018,NUMBER,federation_of_bih,_T,6617
2019,NUMBER,federation_of_bih,_T,6815
2020,NUMBER,federation_of_bih,_T,6720
2021,NUMBER,federation_of_bih,_T,6663
2022,NUMBER,federation_of_bih,_T,6661
2009,NUMBER,federation_of_bih,M,365
2010,NUMBER,federation_of_bih,M,626
2011,NUMBER,federation_of_bih,M,1415
2012,NUMBER,federation_of_bih,M,1596
2013,NUMBER,federation_of_bih,M,1788
2014,NUMBER,federation_of_bih,M,2088
2015,NUMBER,federation_of_bih,M,1746
2016,NUMBER,federation_of_bih,M,2013
2017,NUMBER,federation_of_bih,M,1937
2018,NUMBER,federation_of_bih,M,2051
2019,NUMBER,federation_of_bih,M,2057
2020,NUMBER,federation_of_bih,M,1933
2021,NUMBER,federation_of_bih,M,1768
2022,NUMBER,federation_of_bih,M,1684
2009,NUMBER,federation_of_bih,F,507
2010,NUMBER,federation_of_bih,F,847
2011,NUMBER,federation_of_bih,F,2990
2012,NUMBER,federation_of_bih,F,3521
2013,NUMBER,federation_of_bih,F,3815
2014,NUMBER,federation_of_bih,F,4238
2015,NUMBER,federation_of_bih,F,3777
2016,NUMBER,federation_of_bih,F,4358
2017,NUMBER,federation_of_bih,F,4287
2018,NUMBER,federation_of_bih,F,4566
2019,NUMBER,federation_of_bih,F,4758
2020,NUMBER,federation_of_bih,F,4787
2021,NUMBER,federation_of_bih,F,4895
2022,NUMBER,federation_of_bih,F,4977
2011,NUMBER,tuzla_canton,_T,1795
2012,NUMBER,tuzla_canton,_T,1794
2013,NUMBER,tuzla_canton,_T,1891
2014,NUMBER,tuzla_canton,_T,2189
2015,NUMBER,tuzla_canton,_T,2141
2016,NUMBER,tuzla_canton,_T,2080
2017,NUMBER,tuzla_canton,_T,2105
2018,NUMBER,tuzla_canton,_T,2028
2019,NUMBER,tuzla_canton,_T,2034
2020,NUMBER,tuzla_canton,_T,1959
2021,NUMBER,tuzla_canton,_T,1889
2022,NUMBER,tuzla_canton,_T,1841
2011,NUMBER,tuzla_canton,M,501
2012,NUMBER,tuzla_canton,M,503
2013,NUMBER,tuzla_canton,M,535
2014,NUMBER,tuzla_canton,M,621
2015,NUMBER,tuzla_canton,M,601
2016,NUMBER,tuzla_canton,M,565
2017,NUMBER,tuzla_canton,M,578
2018,NUMBER,tuzla_canton,M,554
2019,NUMBER,tuzla_canton,M,529
2020,NUMBER,tuzla_canton,M,494
2021,NUMBER,tuzla_canton,M,470
2022,NUMBER,tuzla_canton,M,429
2011,NUMBER,tuzla_canton,F,1294
2012,NUMBER,tuzla_canton,F,1291
2013,NUMBER,tuzla_canton,F,1356
2014,NUMBER,tuzla_canton,F,1568
2015,NUMBER,tuzla_canton,F,1540
2016,NUMBER,tuzla_canton,F,1515
2017,NUMBER,tuzla_canton,F,1527
2018,NUMBER,tuzla_canton,F,1474
2019,NUMBER,tuzla_canton,F,1505
2020,NUMBER,tuzla_canton,F,1465
2021,NUMBER,tuzla_canton,F,1419
2022,NUMBER,tuzla_canton,F,1412
2016,NUMBER,zenica-doboj_canton,_T,69
2017,NUMBER,zenica-doboj_canton,_T,123
2018,NUMBER,zenica-doboj_canton,_T,195
2019,NUMBER,zenica-doboj_canton,_T,218
2020,NUMBER,zenica-doboj_canton,_T,236
2021,NUMBER,zenica-doboj_canton,_T,271
2022,NUMBER,zenica-doboj_canton,_T,289
2016,NUMBER,zenica-doboj_canton,M,21
2017,NUMBER,zenica-doboj_canton,M,35
2018,NUMBER,zenica-doboj_canton,M,52
2019,NUMBER,zenica-doboj_canton,M,61
2020,NUMBER,zenica-doboj_canton,M,64
2021,NUMBER,zenica-doboj_canton,M,77
2022,NUMBER,zenica-doboj_canton,M,84
2016,NUMBER,zenica-doboj_canton,F,48
2017,NUMBER,zenica-doboj_canton,F,88
2018,NUMBER,zenica-doboj_canton,F,143
2019,NUMBER,zenica-doboj_canton,F,157
2020,NUMBER,zenica-doboj_canton,F,172
2021,NUMBER,zenica-doboj_canton,F,194
2022,NUMBER,zenica-doboj_canton,F,205
2014,NUMBER,bosnian-podrinje_canton,_T,2
2019,NUMBER,bosnian-podrinje_canton,_T,5
2020,NUMBER,bosnian-podrinje_canton,_T,2
2021,NUMBER,bosnian-podrinje_canton,_T,5
2019,NUMBER,bosnian-podrinje_canton,M,5
2020,NUMBER,bosnian-podrinje_canton,M,2
2021,NUMBER,bosnian-podrinje_canton,M,1
2014,NUMBER,bosnian-podrinje_canton,F,2
2021,NUMBER,bosnian-podrinje_canton,F,4
2012,NUMBER,central_bosnia_canton,_T,119
2013,NUMBER,central_bosnia_canton,_T,190
2014,NUMBER,central_bosnia_canton,_T,321
2015,NUMBER,central_bosnia_canton,_T,381
2016,NUMBER,central_bosnia_canton,_T,414
2017,NUMBER,central_bosnia_canton,_T,386
2018,NUMBER,central_bosnia_canton,_T,355
2019,NUMBER,central_bosnia_canton,_T,288
2020,NUMBER,central_bosnia_canton,_T,262
2021,NUMBER,central_bosnia_canton,_T,221
2022,NUMBER,central_bosnia_canton,_T,157
2012,NUMBER,central_bosnia_canton,M,41
2013,NUMBER,central_bosnia_canton,M,70
2014,NUMBER,central_bosnia_canton,M,190
2015,NUMBER,central_bosnia_canton,M,191
2016,NUMBER,central_bosnia_canton,M,210
2017,NUMBER,central_bosnia_canton,M,190
2018,NUMBER,central_bosnia_canton,M,176
2019,NUMBER,central_bosnia_canton,M,109
2020,NUMBER,central_bosnia_canton,M,99
2021,NUMBER,central_bosnia_canton,M,72
2022,NUMBER,central_bosnia_canton,M,43
