Year,UNIT_MEASURE,Value
2007,NUMBER,797
2008,NUMBER,818
2009,NUMBER,820
2010,NUMBER,831
2011,NUMBER,834
2012,NUMBER,847
2013,NUMBER,755
2014,NUMBER,737
2015,NUMBER,717
2016,NUMBER,704
2017,NUMBER,687
2018,NUMBER,689
2019,NUMBER,701
