Year,UNIT_MEASURE,Value
2005,NUMBER,3683
2006,NUMBER,3767
2007,NUMBER,3979
2008,NUMBER,4117
2009,NUMBER,4268
2010,NUMBER,4355
2011,NUMBER,4443
2012,NUMBER,4519
2013,NUMBER,4625
2014,NUMBER,4801
2015,NUMBER,4764
2016,NUMBER,4755
2017,NUMBER,4810
2018,NUMBER,4922
2019,NUMBER,5092
