Year,UNIT_MEASURE,Admin_Area,Sex,Value
2010,NUMBER,federation_of_bih,_T,535
2011,NUMBER,federation_of_bih,_T,1157
2012,NUMBER,federation_of_bih,_T,1595
2013,NUMBER,federation_of_bih,_T,2316
2014,NUMBER,federation_of_bih,_T,2355
2015,NUMBER,federation_of_bih,_T,2564
2016,NUMBER,federation_of_bih,_T,2959
2017,NUMBER,federation_of_bih,_T,2927
2018,NUMBER,federation_of_bih,_T,2641
2019,NUMBER,federation_of_bih,_T,2823
2020,NUMBER,federation_of_bih,_T,2718
2021,NUMBER,federation_of_bih,_T,3116
2022,NUMBER,federation_of_bih,_T,2795
2010,NUMBER,federation_of_bih,M,201
2011,NUMBER,federation_of_bih,M,393
2012,NUMBER,federation_of_bih,M,557
2013,NUMBER,federation_of_bih,M,862
2014,NUMBER,federation_of_bih,M,837
2015,NUMBER,federation_of_bih,M,962
2016,NUMBER,federation_of_bih,M,1070
2017,NUMBER,federation_of_bih,M,1038
2018,NUMBER,federation_of_bih,M,980
2019,NUMBER,federation_of_bih,M,1026
2020,NUMBER,federation_of_bih,M,950
2021,NUMBER,federation_of_bih,M,1064
2022,NUMBER,federation_of_bih,M,992
2010,NUMBER,federation_of_bih,F,334
2011,NUMBER,federation_of_bih,F,764
2012,NUMBER,federation_of_bih,F,1038
2013,NUMBER,federation_of_bih,F,1454
2014,NUMBER,federation_of_bih,F,1518
2015,NUMBER,federation_of_bih,F,1602
2016,NUMBER,federation_of_bih,F,1889
2017,NUMBER,federation_of_bih,F,1889
2018,NUMBER,federation_of_bih,F,1661
2019,NUMBER,federation_of_bih,F,1797
2020,NUMBER,federation_of_bih,F,1768
2021,NUMBER,federation_of_bih,F,2052
2022,NUMBER,federation_of_bih,F,1803
2010,NUMBER,una-sana_canton,_T,1
2013,NUMBER,una-sana_canton,_T,1
2014,NUMBER,una-sana_canton,_T,9
2015,NUMBER,una-sana_canton,_T,19
2016,NUMBER,una-sana_canton,_T,27
2017,NUMBER,una-sana_canton,_T,29
2018,NUMBER,una-sana_canton,_T,22
2019,NUMBER,una-sana_canton,_T,22
2020,NUMBER,una-sana_canton,_T,15
2021,NUMBER,una-sana_canton,_T,18
2022,NUMBER,una-sana_canton,_T,11
2013,NUMBER,una-sana_canton,M,1
2014,NUMBER,una-sana_canton,M,5
2015,NUMBER,una-sana_canton,M,13
2016,NUMBER,una-sana_canton,M,13
2017,NUMBER,una-sana_canton,M,18
2018,NUMBER,una-sana_canton,M,16
2019,NUMBER,una-sana_canton,M,9
2020,NUMBER,una-sana_canton,M,6
2021,NUMBER,una-sana_canton,M,7
