Year,UNIT_MEASURE,Value
2008,NUMBER,4105
2009,NUMBER,3806
2010,NUMBER,3080
2011,NUMBER,4598
2012,NUMBER,4823
2013,NUMBER,4597
2014,NUMBER,4730
2015,NUMBER,4788
2016,NUMBER,4909
2017,NUMBER,5038
2018,NUMBER,4910
