Year,UNIT_MEASURE,Value
2006,%,5.4
2007,%,5.2
2008,%,5.3
2009,%,-2.8
2010,%,2.96
2011,%,2.84
2012,%,0.50
2013,%,2.15
2014,%,2.58
2015,%,4.83
2016,%,4.56
2017,%,5.12
2018,%,7.03
2019,%,5.44
2020,%,-3.99
2021,%,13.37
2022,%,16.35
