Year,UNIT_MEASURE,Value
1996,permil,6.5
1997,permil,6.8
1998,permil,6.7
1999,permil,6.3
2000,permil,6
2001,permil,5.5
2002,permil,5.6
2003,permil,5.6
2004,permil,5.9
2005,permil,6.1
2006,permil,5.8
2007,permil,6.6
2008,permil,6.7
2009,permil,6.1
2010,permil,5.8
2011,permil,5.7
2012,permil,5.4
2013,permil,4.9
2014,permil,5.4
2015,permil,5.9
2016,permil,5.8
2017,permil,5.9
2018,permil,5.9
2019,permil,5.6
2020,permil,4.7
2021,permil,5.3
2022,permil,5.1
