Year,UNIT_MEASURE,SEX,Value
2020,%,_T,23.7
2020,%,M,21.8
2020,%,F,25.6
2021,%,_T,20.8
2021,%,M,19.6
2021,%,F,22
2022,%,_T,18.6
2022,%,M,17.8
2022,%,F,19.5
