Year,UNIT_MEASURE,Value
1996,permil,8.9
1997,permil,7.7
1998,permil,6.8
1999,permil,5.2
2000,permil,3.6
2001,permil,3.1
2002,permil,2.6
2003,permil,2.1
2004,permil,1.7
2005,permil,1.2
2006,permil,1.3
2007,permil,1
2008,permil,1.5
2009,permil,1.3
2010,permil,0.9
2011,permil,0.5
2012,permil,0.3
2013,permil,-0.1
2014,permil,-0.2
2015,permil,-1.1
2016,permil,-0.7
2017,permil,-0.8
2018,permil,-1.2
2019,permil,-1.8
2020,permil,-4
2021,permil,-5.6
2022,permil,-3.1
