Year,UNIT_MEASURE,Value
1996,permil,6.1
1997,permil,4.9
1998,permil,4.6
1999,permil,5.5
2000,permil,4.2
2001,permil,4.8
2002,permil,4.2
2003,permil,4.7
2004,permil,5.5
2005,permil,5
2006,permil,4.9
2007,permil,6
2008,permil,5.6
2009,permil,3.9
2010,permil,3.8
2011,permil,3.6
2012,permil,3.2
2013,permil,3
2014,permil,2.7
2015,permil,5
2016,permil,4.8
2017,permil,4.2
2018,permil,3.6
2019,permil,3.8
2020,permil,3.1
2021,permil,3.9
2022,permil,4.2
2023,permil,3.2
