Year,UNIT_MEASURE,Value
1996,permil,2
1997,permil,2
1998,permil,1.8
1999,permil,1.7
2000,permil,1.5
2001,permil,1.5
2002,permil,1.4
2003,permil,1.4
2004,permil,1.4
2005,permil,1.3
2006,permil,1.3
2007,permil,1.3
2008,permil,1.4
2009,permil,1.4
2010,permil,1.4
2011,permil,1.3
2012,permil,1.4
2013,permil,1.3
2014,permil,1.3
2015,permil,1.3
2016,permil,1.3
2017,permil,1.3
2018,permil,1.3
2019,permil,1.2
2020,permil,1.2
2021,permil,1.1
2022,permil,1.1
