Year,UNIT_MEASURE,Sex,Value
2004,_%,_T,18.8
2007,_%,_T,17
2011,_%,_T,17.1
2015,_%,_T,17.1
2021,_%,_T,14.8
2007,_%,M,17.1
2011,_%,M,17.5
2015,_%,M,18.8
2007,_%,F,16.9
2011,_%,F,16.7
2015,_%,F,15.9
