Year,UNIT_MEASURE,Value
2002,NUMBER,10
2003,NUMBER,5
2004,NUMBER,18
2005,NUMBER,9
2006,NUMBER,15
2007,NUMBER,17
2008,NUMBER,11
2009,NUMBER,5
2010,NUMBER,7
2011,NUMBER,5
2012,NUMBER,6
2013,NUMBER,5
2014,NUMBER,6
2015,NUMBER,4
2016,NUMBER,9
2017,NUMBER,9
2018,NUMBER,5
2019,NUMBER,42
