Year,UNIT_MEASURE,AGE,Value
2013,_%,15+,47.2
2013,_%,18-24,54
2013,_%,25-34,54.4
2013,_%,35-44,46.4
2013,_%,45-54,47
2013,_%,55-64,43.7
2013,_%,65+,46.3
