Year,UNIT_MEASURE,Value
2007,NUMBER,8165
2008,NUMBER,8091
2009,NUMBER,8409
2010,NUMBER,8597
2011,NUMBER,8598
2012,NUMBER,8549
2013,NUMBER,8183
2014,NUMBER,8361
2015,NUMBER,8322
2016,NUMBER,8309
2017,NUMBER,8206
2018,NUMBER,7954
2019,NUMBER,7872
