Year,UNIT_MEASURE,Spol,Administrativna jedinica,Vitalna statistika,Value
2021,Broj,Ukupno,Kanton 10,Živorođeni,335
2021,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,8621
2021,Broj,M,Unsko-sanski kanton,Živorođeni,720
2021,Broj,M,Posavski kanton,Živorođeni,71
2021,Broj,M,Tuzlanski kanton,Živorođeni,1714
2021,Broj,M,Zeničko-dobojski kanton,Živorođeni,1637
2021,Broj,M,Bosansko-podrinjski kanton,Živorođeni,78
2021,Broj,M,Srednjobosanski kanton,Živorođeni,904
2021,Broj,M,Hercegovačko-neretvanski kanton,Živorođeni,802
2021,Broj,M,Zapadno-hercegovački kanton,Živorođeni,427
2021,Broj,M,Kanton Sarajevo,Živorođeni,2080
2021,Broj,M,Kanton 10,Živorođeni,188
2021,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,8252
2021,Broj,Ž,Unsko-sanski kanton,Živorođeni,677
2021,Broj,Ž,Posavski kanton,Živorođeni,68
2021,Broj,Ž,Tuzlanski kanton,Živorođeni,1640
2021,Broj,Ž,Zeničko-dobojski kanton,Živorođeni,1535
2021,Broj,Ž,Bosansko-podrinjski kanton,Živorođeni,72
2021,Broj,Ž,Srednjobosanski kanton,Živorođeni,921
2021,Broj,Ž,Hercegovačko-neretvanski kanton,Živorođeni,791
2021,Broj,Ž,Zapadno-hercegovački kanton,Živorođeni,388
2021,Broj,Ž,Kanton Sarajevo,Živorođeni,2013
2021,Broj,Ž,Kanton 10,Živorođeni,147
2022,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,16538
2022,Broj,Ukupno,Unsko-sanski kanton,Živorođeni,1426
2022,Broj,Ukupno,Posavski kanton,Živorođeni,124
2022,Broj,Ukupno,Tuzlanski kanton,Živorođeni,3266
2022,Broj,Ukupno,Zeničko-dobojski kanton,Živorođeni,3038
2022,Broj,Ukupno,Bosansko-podrinjski kanton,Živorođeni,152
2022,Broj,Ukupno,Srednjobosanski kanton,Živorođeni,1701
2022,Broj,Ukupno,Hercegovačko-neretvanski kanton,Živorođeni,1500
2022,Broj,Ukupno,Zapadno-hercegovački kanton,Živorođeni,849
2022,Broj,Ukupno,Kanton Sarajevo,Živorođeni,4146
2022,Broj,Ukupno,Kanton 10,Živorođeni,336
2022,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,8525
2022,Broj,M,Unsko-sanski kanton,Živorođeni,723
2022,Broj,M,Posavski kanton,Živorođeni,66
2022,Broj,M,Tuzlanski kanton,Živorođeni,1669
2022,Broj,M,Zeničko-dobojski kanton,Živorođeni,1558
2022,Broj,M,Bosansko-podrinjski kanton,Živorođeni,85
2022,Broj,M,Srednjobosanski kanton,Živorođeni,931
2022,Broj,M,Hercegovačko-neretvanski kanton,Živorođeni,793
2022,Broj,M,Zapadno-hercegovački kanton,Živorođeni,432
2022,Broj,M,Kanton Sarajevo,Živorođeni,2094
2022,Broj,M,Kanton 10,Živorođeni,174
2022,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,8013
2022,Broj,Ž,Unsko-sanski kanton,Živorođeni,703
2022,Broj,Ž,Posavski kanton,Živorođeni,58
2022,Broj,Ž,Tuzlanski kanton,Živorođeni,1597
2022,Broj,Ž,Zeničko-dobojski kanton,Živorođeni,1480
2022,Broj,Ž,Bosansko-podrinjski kanton,Živorođeni,67
2022,Broj,Ž,Srednjobosanski kanton,Živorođeni,770
2022,Broj,Ž,Hercegovačko-neretvanski kanton,Živorođeni,707
2022,Broj,Ž,Zapadno-hercegovački kanton,Živorođeni,417
2022,Broj,Ž,Kanton Sarajevo,Živorođeni,2052
2022,Broj,Ž,Kanton 10,Živorođeni,162
1996,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,13753
1996,Broj,Ukupno,Unsko-sanski kanton,Umrli,1663
1996,Broj,Ukupno,Posavski kanton,Umrli,130
1996,Broj,Ukupno,Tuzlanski kanton,Umrli,2351
1996,Broj,Ukupno,Zeničko-dobojski kanton,Umrli,2625
1996,Broj,Ukupno,Bosansko-podrinjski kanton,Umrli,210
1996,Broj,Ukupno,Srednjobosanski kanton,Umrli,1604
1996,Broj,Ukupno,Hercegovačko-neretvanski kanton,Umrli,1426
1996,Broj,Ukupno,Zapadno-hercegovački kanton,Umrli,674
1996,Broj,Ukupno,Kanton Sarajevo,Umrli,2538
1996,Broj,Ukupno,Kanton 10,Umrli,532
1996,Broj,M,Federacija Bosne i Hercegovine,Umrli,7645
1996,Broj,M,Unsko-sanski kanton,Umrli,980
1996,Broj,M,Posavski kanton,Umrli,73
1996,Broj,M,Tuzlanski kanton,Umrli,1330
1996,Broj,M,Zeničko-dobojski kanton,Umrli,1439
1996,Broj,M,Bosansko-podrinjski kanton,Umrli,112
1996,Broj,M,Srednjobosanski kanton,Umrli,919
1996,Broj,M,Hercegovačko-neretvanski kanton,Umrli,760
1996,Broj,M,Zapadno-hercegovački kanton,Umrli,323
1996,Broj,M,Kanton Sarajevo,Umrli,1424
1996,Broj,M,Kanton 10,Umrli,285
1996,Broj,Ž,Unsko-sanski kanton,Umrli,683
1996,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,6108
1996,Broj,Ž,Posavski kanton,Umrli,57
1996,Broj,Ž,Tuzlanski kanton,Umrli,1021
1996,Broj,Ž,Zeničko-dobojski kanton,Umrli,1186
1996,Broj,Ž,Bosansko-podrinjski kanton,Umrli,98
1996,Broj,Ž,Srednjobosanski kanton,Umrli,685
1996,Broj,Ž,Hercegovačko-neretvanski kanton,Umrli,666
1996,Broj,Ž,Zapadno-hercegovački kanton,Umrli,351
1996,Broj,Ž,Kanton Sarajevo,Umrli,1114
1996,Broj,Ž,Kanton 10,Umrli,247
1997,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,15609
1997,Broj,Ukupno,Unsko-sanski kanton,Umrli,1914
1997,Broj,Ukupno,Posavski kanton,Umrli,148
1997,Broj,Ukupno,Tuzlanski kanton,Umrli,2562
1997,Broj,Ukupno,Zeničko-dobojski kanton,Umrli,2562
1997,Broj,Ukupno,Bosansko-podrinjski kanton,Umrli,232
1997,Broj,Ukupno,Srednjobosanski kanton,Umrli,1786
1997,Broj,Ukupno,Hercegovačko-neretvanski kanton,Umrli,1700
1997,Broj,Ukupno,Zapadno-hercegovački kanton,Umrli,728
1997,Broj,Ukupno,Kanton Sarajevo,Umrli,2945
1997,Broj,Ukupno,Kanton 10,Umrli,570
1997,Broj,M,Federacija Bosne i Hercegovine,Umrli,8387
1997,Broj,M,Unsko-sanski kanton,Umrli,1015
1997,Broj,M,Posavski kanton,Umrli,81
1997,Broj,M,Tuzlanski kanton,Umrli,1427
1997,Broj,M,Zeničko-dobojski kanton,Umrli,1675
1997,Broj,M,Bosansko-podrinjski kanton,Umrli,120
1997,Broj,M,Srednjobosanski kanton,Umrli,966
1997,Broj,M,Hercegovačko-neretvanski kanton,Umrli,881
1997,Broj,M,Zapadno-hercegovački kanton,Umrli,336
1997,Broj,M,Kanton Sarajevo,Umrli,1581
1997,Broj,M,Kanton 10,Umrli,305
1997,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,7222
1997,Broj,Ž,Unsko-sanski kanton,Umrli,899
1997,Broj,Ž,Posavski kanton,Umrli,67
1997,Broj,Ž,Tuzlanski kanton,Umrli,1135
1997,Broj,Ž,Zeničko-dobojski kanton,Umrli,1349
1997,Broj,Ž,Bosansko-podrinjski kanton,Umrli,112
1997,Broj,Ž,Srednjobosanski kanton,Umrli,820
1997,Broj,Ž,Hercegovačko-neretvanski kanton,Umrli,819
1997,Broj,Ž,Zapadno-hercegovački kanton,Umrli,392
1997,Broj,Ž,Kanton Sarajevo,Umrli,1364
1997,Broj,Ž,Kanton 10,Umrli,265
1998,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,15564
1998,Broj,Ukupno,Unsko-sanski kanton,Umrli,1997
1998,Broj,Ukupno,Posavski kanton,Umrli,127
1998,Broj,Ukupno,Tuzlanski kanton,Umrli,2547
1998,Broj,Ukupno,Zeničko-dobojski kanton,Umrli,3038
1998,Broj,Ukupno,Bosansko-podrinjski kanton,Umrli,251
1998,Broj,Ukupno,Srednjobosanski kanton,Umrli,1816
1998,Broj,Ukupno,Hercegovačko-neretvanski kanton,Umrli,1649
1998,Broj,Ukupno,Zapadno-hercegovački kanton,Umrli,663
1998,Broj,Ukupno,Kanton Sarajevo,Umrli,2885
1998,Broj,Ukupno,Kanton 10,Umrli,591
1998,Broj,M,Federacija Bosne i Hercegovine,Umrli,8353
1998,Broj,M,Unsko-sanski kanton,Umrli,1051
1998,Broj,M,Posavski kanton,Umrli,66
1998,Broj,M,Tuzlanski kanton,Umrli,1442
1998,Broj,M,Zeničko-dobojski kanton,Umrli,1614
1998,Broj,M,Bosansko-podrinjski kanton,Umrli,145
1998,Broj,M,Srednjobosanski kanton,Umrli,1005
1998,Broj,M,Hercegovačko-neretvanski kanton,Umrli,865
1998,Broj,M,Zapadno-hercegovački kanton,Umrli,319
1998,Broj,M,Kanton Sarajevo,Umrli,1535
1998,Broj,M,Kanton 10,Umrli,309
1998,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,7211
1998,Broj,Ž,Unsko-sanski kanton,Umrli,946
1998,Broj,Ž,Posavski kanton,Umrli,61
1998,Broj,Ž,Tuzlanski kanton,Umrli,1105
1998,Broj,Ž,Zeničko-dobojski kanton,Umrli,1422
1998,Broj,Ž,Bosansko-podrinjski kanton,Umrli,106
1998,Broj,Ž,Srednjobosanski kanton,Umrli,811
1998,Broj,Ž,Hercegovačko-neretvanski kanton,Umrli,784
1998,Broj,Ž,Zapadno-hercegovački kanton,Umrli,344
1998,Broj,Ž,Kanton Sarajevo,Umrli,1350
1998,Broj,Ž,Kanton 10,Umrli,282
1999,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,15586
1999,Broj,Ukupno,Unsko-sanski kanton,Umrli,1949
1999,Broj,Ukupno,Posavski kanton,Umrli,231
1999,Broj,Ukupno,Tuzlanski kanton,Umrli,2612
1999,Broj,Ukupno,Zeničko-dobojski kanton,Umrli,3087
1999,Broj,Ukupno,Bosansko-podrinjski kanton,Umrli,241
1999,Broj,Ukupno,Srednjobosanski kanton,Umrli,1797
1999,Broj,Ukupno,Hercegovačko-neretvanski kanton,Umrli,1579
1999,Broj,Ukupno,Zapadno-hercegovački kanton,Umrli,604
1999,Broj,Ukupno,Kanton Sarajevo,Umrli,2929
1999,Broj,Ukupno,Kanton 10,Umrli,557
1999,Broj,M,Federacija Bosne i Hercegovine,Umrli,8235
1999,Broj,M,Unsko-sanski kanton,Umrli,1013
1999,Broj,M,Posavski kanton,Umrli,129
1999,Broj,M,Tuzlanski kanton,Umrli,1417
1999,Broj,M,Zeničko-dobojski kanton,Umrli,1628
1999,Broj,M,Bosansko-podrinjski kanton,Umrli,133
1999,Broj,M,Srednjobosanski kanton,Umrli,957
1999,Broj,M,Hercegovačko-neretvanski kanton,Umrli,816
1999,Broj,M,Zapadno-hercegovački kanton,Umrli,285
1999,Broj,M,Kanton Sarajevo,Umrli,1557
1999,Broj,M,Kanton 10,Umrli,300
1999,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,7351
1999,Broj,Ž,Unsko-sanski kanton,Umrli,936
1999,Broj,Ž,Posavski kanton,Umrli,102
1999,Broj,Ž,Tuzlanski kanton,Umrli,1195
1999,Broj,Ž,Zeničko-dobojski kanton,Umrli,1459
1999,Broj,Ž,Bosansko-podrinjski kanton,Umrli,108
1999,Broj,Ž,Srednjobosanski kanton,Umrli,840
1999,Broj,Ž,Hercegovačko-neretvanski kanton,Umrli,763
1999,Broj,Ž,Zapadno-hercegovački kanton,Umrli,319
1999,Broj,Ž,Kanton Sarajevo,Umrli,1372
1999,Broj,Ž,Kanton 10,Umrli,257
2000,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,16985
2000,Broj,Ukupno,Unsko-sanski kanton,Umrli,2005
2000,Broj,Ukupno,Posavski kanton,Umrli,315
2000,Broj,Ukupno,Tuzlanski kanton,Umrli,2884
2000,Broj,Ukupno,Zeničko-dobojski kanton,Umrli,3308
2000,Broj,Ukupno,Bosansko-podrinjski kanton,Umrli,270
2000,Broj,Ukupno,Srednjobosanski kanton,Umrli,1847
2000,Broj,Ukupno,Hercegovačko-neretvanski kanton,Umrli,1697
2000,Broj,Ukupno,Zapadno-hercegovački kanton,Umrli,576
2000,Broj,Ukupno,Kanton Sarajevo,Umrli,3436
2000,Broj,Ukupno,Kanton 10,Umrli,647
2000,Broj,M,Federacija Bosne i Hercegovine,Umrli,8917
2000,Broj,M,Unsko-sanski kanton,Umrli,1062
2000,Broj,M,Posavski kanton,Umrli,176
2000,Broj,M,Tuzlanski kanton,Umrli,1534
2000,Broj,M,Zeničko-dobojski kanton,Umrli,1738
2000,Broj,M,Bosansko-podrinjski kanton,Umrli,138
2000,Broj,M,Srednjobosanski kanton,Umrli,958
2000,Broj,M,Hercegovačko-neretvanski kanton,Umrli,900
2000,Broj,M,Zapadno-hercegovački kanton,Umrli,303
2000,Broj,M,Kanton Sarajevo,Umrli,1777
2000,Broj,M,Kanton 10,Umrli,331
2000,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,8068
2000,Broj,Ž,Unsko-sanski kanton,Umrli,943
2000,Broj,Ž,Posavski kanton,Umrli,139
2000,Broj,Ž,Tuzlanski kanton,Umrli,1350
2000,Broj,Ž,Zeničko-dobojski kanton,Umrli,1570
2000,Broj,Ž,Bosansko-podrinjski kanton,Umrli,132
2000,Broj,Ž,Srednjobosanski kanton,Umrli,889
2000,Broj,Ž,Hercegovačko-neretvanski kanton,Umrli,797
2000,Broj,Ž,Zapadno-hercegovački kanton,Umrli,273
2000,Broj,Ž,Kanton Sarajevo,Umrli,1659
2000,Broj,Ž,Kanton 10,Umrli,316
2001,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,16756
2001,Broj,Ukupno,Unsko-sanski kanton,Umrli,1941
2001,Broj,Ukupno,Posavski kanton,Umrli,362
2001,Broj,Ukupno,Tuzlanski kanton,Umrli,2850
2001,Broj,Ukupno,Zeničko-dobojski kanton,Umrli,3076
2001,Broj,Ukupno,Bosansko-podrinjski kanton,Umrli,232
2001,Broj,Ukupno,Srednjobosanski kanton,Umrli,1900
2001,Broj,Ukupno,Hercegovačko-neretvanski kanton,Umrli,1700
2001,Broj,Ukupno,Zapadno-hercegovački kanton,Umrli,593
2001,Broj,Ukupno,Kanton Sarajevo,Umrli,3440
2001,Broj,Ukupno,Kanton 10,Umrli,662
2001,Broj,M,Federacija Bosne i Hercegovine,Umrli,8830
2001,Broj,M,Unsko-sanski kanton,Umrli,1029
2001,Broj,M,Posavski kanton,Umrli,204
2001,Broj,M,Tuzlanski kanton,Umrli,1506
2001,Broj,M,Zeničko-dobojski kanton,Umrli,1629
2001,Broj,M,Bosansko-podrinjski kanton,Umrli,112
2001,Broj,M,Srednjobosanski kanton,Umrli,975
2001,Broj,M,Hercegovačko-neretvanski kanton,Umrli,900
2001,Broj,M,Zapadno-hercegovački kanton,Umrli,291
2001,Broj,M,Kanton Sarajevo,Umrli,1843
2001,Broj,M,Kanton 10,Umrli,341
2001,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,7926
2001,Broj,Ž,Unsko-sanski kanton,Umrli,912
2001,Broj,Ž,Posavski kanton,Umrli,158
2001,Broj,Ž,Tuzlanski kanton,Umrli,1344
2001,Broj,Ž,Zeničko-dobojski kanton,Umrli,1447
2001,Broj,Ž,Bosansko-podrinjski kanton,Umrli,120
2001,Broj,Ž,Srednjobosanski kanton,Umrli,925
2001,Broj,Ž,Hercegovačko-neretvanski kanton,Umrli,800
2001,Broj,Ž,Zapadno-hercegovački kanton,Umrli,302
2001,Broj,Ž,Kanton Sarajevo,Umrli,1597
2001,Broj,Ž,Kanton 10,Umrli,321
2002,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,16988
2002,Broj,Ukupno,Unsko-sanski kanton,Umrli,2009
2002,Broj,Ukupno,Posavski kanton,Umrli,416
2002,Broj,Ukupno,Tuzlanski kanton,Umrli,3062
2002,Broj,Ukupno,Zeničko-dobojski kanton,Umrli,3005
2002,Broj,Ukupno,Bosansko-podrinjski kanton,Umrli,236
2002,Broj,Ukupno,Srednjobosanski kanton,Umrli,1967
2002,Broj,Ukupno,Hercegovačko-neretvanski kanton,Umrli,1653
2002,Broj,Ukupno,Zapadno-hercegovački kanton,Umrli,553
2002,Broj,Ukupno,Kanton Sarajevo,Umrli,3391
2002,Broj,Ukupno,Kanton 10,Umrli,696
2002,Broj,M,Federacija Bosne i Hercegovine,Umrli,8757
2002,Broj,M,Unsko-sanski kanton,Umrli,1016
2002,Broj,M,Posavski kanton,Umrli,221
2002,Broj,M,Tuzlanski kanton,Umrli,1566
2002,Broj,M,Zeničko-dobojski kanton,Umrli,1577
2002,Broj,M,Bosansko-podrinjski kanton,Umrli,136
2002,Broj,M,Srednjobosanski kanton,Umrli,1027
2002,Broj,M,Zapadno-hercegovački kanton,Umrli,273
2002,Broj,M,Hercegovačko-neretvanski kanton,Umrli,849
2002,Broj,M,Kanton Sarajevo,Umrli,1731
2002,Broj,M,Kanton 10,Umrli,361
2002,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,8231
2002,Broj,Ž,Unsko-sanski kanton,Umrli,993
2002,Broj,Ž,Posavski kanton,Umrli,195
2002,Broj,Ž,Tuzlanski kanton,Umrli,1496
2002,Broj,Ž,Zeničko-dobojski kanton,Umrli,1428
2002,Broj,Ž,Bosansko-podrinjski kanton,Umrli,100
2002,Broj,Ž,Srednjobosanski kanton,Umrli,940
2002,Broj,Ž,Hercegovačko-neretvanski kanton,Umrli,804
2002,Broj,Ž,Zapadno-hercegovački kanton,Umrli,280
2002,Broj,Ž,Kanton Sarajevo,Umrli,1660
2002,Broj,Ž,Kanton 10,Umrli,335
2003,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,18049
2003,Broj,Ukupno,Unsko-sanski kanton,Umrli,2092
2003,Broj,Ukupno,Posavski kanton,Umrli,405
2003,Broj,Ukupno,Tuzlanski kanton,Umrli,3320
2003,Broj,Ukupno,Zeničko-dobojski kanton,Umrli,3046
2003,Broj,Ukupno,Bosansko-podrinjski kanton,Umrli,254
2003,Broj,Ukupno,Srednjobosanski kanton,Umrli,2092
2003,Broj,Ukupno,Hercegovačko-neretvanski kanton,Umrli,1844
2003,Broj,Ukupno,Zapadno-hercegovački kanton,Umrli,722
2003,Broj,Ukupno,Kanton Sarajevo,Umrli,3528
2003,Broj,Ukupno,Kanton 10,Umrli,746
2003,Broj,M,Federacija Bosne i Hercegovine,Umrli,9344
2003,Broj,M,Unsko-sanski kanton,Umrli,1089
2003,Broj,M,Posavski kanton,Umrli,232
2003,Broj,M,Tuzlanski kanton,Umrli,1714
2003,Broj,M,Zeničko-dobojski kanton,Umrli,1582
2003,Broj,M,Bosansko-podrinjski kanton,Umrli,127
2003,Broj,M,Srednjobosanski kanton,Umrli,1087
2003,Broj,M,Hercegovačko-neretvanski kanton,Umrli,968
2003,Broj,M,Zapadno-hercegovački kanton,Umrli,354
2003,Broj,M,Kanton Sarajevo,Umrli,1820
2003,Broj,M,Kanton 10,Umrli,371
2003,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,8705
2003,Broj,Ž,Unsko-sanski kanton,Umrli,1003
2003,Broj,Ž,Posavski kanton,Umrli,173
2003,Broj,Ž,Tuzlanski kanton,Umrli,1606
2003,Broj,Ž,Zeničko-dobojski kanton,Umrli,1464
2003,Broj,Ž,Bosansko-podrinjski kanton,Umrli,127
2003,Broj,Ž,Srednjobosanski kanton,Umrli,1005
2003,Broj,Ž,Hercegovačko-neretvanski kanton,Umrli,876
2003,Broj,Ž,Zapadno-hercegovački kanton,Umrli,368
2003,Broj,Ž,Kanton Sarajevo,Umrli,1708
2003,Broj,Ž,Kanton 10,Umrli,375
2004,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,18122
2004,Broj,Ukupno,Unsko-sanski kanton,Umrli,2160
2004,Broj,Ukupno,Posavski kanton,Umrli,403
2004,Broj,Ukupno,Tuzlanski kanton,Umrli,3374
2004,Broj,Ukupno,Zeničko-dobojski kanton,Umrli,3068
2004,Broj,Ukupno,Bosansko-podrinjski kanton,Umrli,259
2004,Broj,Ukupno,Srednjobosanski kanton,Umrli,2141
2004,Broj,Ukupno,Hercegovačko-neretvanski kanton,Umrli,1740
2004,Broj,Ukupno,Zapadno-hercegovački kanton,Umrli,703
2004,Broj,Ukupno,Kanton Sarajevo,Umrli,3563
2004,Broj,Ukupno,Kanton 10,Umrli,711
2004,Broj,M,Federacija Bosne i Hercegovine,Umrli,9258
2004,Broj,M,Unsko-sanski kanton,Umrli,1077
2004,Broj,M,Posavski kanton,Umrli,207
2004,Broj,M,Tuzlanski kanton,Umrli,1790
2004,Broj,M,Zeničko-dobojski kanton,Umrli,1575
2004,Broj,M,Bosansko-podrinjski kanton,Umrli,127
2004,Broj,M,Srednjobosanski kanton,Umrli,1080
2004,Broj,M,Hercegovačko-neretvanski kanton,Umrli,873
2004,Broj,M,Zapadno-hercegovački kanton,Umrli,336
2004,Broj,M,Kanton Sarajevo,Umrli,1827
2004,Broj,M,Kanton 10,Umrli,366
2004,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,8864
2004,Broj,Ž,Unsko-sanski kanton,Umrli,1083
2004,Broj,Ž,Posavski kanton,Umrli,196
2004,Broj,Ž,Tuzlanski kanton,Umrli,1584
2004,Broj,Ž,Zeničko-dobojski kanton,Umrli,1493
2004,Broj,Ž,Bosansko-podrinjski kanton,Umrli,132
2004,Broj,Ž,Srednjobosanski kanton,Umrli,1061
2004,Broj,Ž,Hercegovačko-neretvanski kanton,Umrli,867
2004,Broj,Ž,Zapadno-hercegovački kanton,Umrli,367
2004,Broj,Ž,Kanton Sarajevo,Umrli,1736
2004,Broj,Ž,Kanton 10,Umrli,345
2005,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,19099
2005,Broj,Ukupno,Unsko-sanski kanton,Umrli,2222
2005,Broj,Ukupno,Posavski kanton,Umrli,462
2005,Broj,Ukupno,Tuzlanski kanton,Umrli,3519
2005,Broj,Ukupno,Zeničko-dobojski kanton,Umrli,3204
2005,Broj,Ukupno,Bosansko-podrinjski kanton,Umrli,240
2005,Broj,Ukupno,Srednjobosanski kanton,Umrli,2197
2005,Broj,Ukupno,Hercegovačko-neretvanski kanton,Umrli,2030
2005,Broj,Ukupno,Zapadno-hercegovački kanton,Umrli,732
2005,Broj,Ukupno,Kanton Sarajevo,Umrli,3751
2005,Broj,Ukupno,Kanton 10,Umrli,742
2005,Broj,M,Federacija Bosne i Hercegovine,Umrli,9934
2005,Broj,M,Unsko-sanski kanton,Umrli,1123
2005,Broj,M,Posavski kanton,Umrli,268
2005,Broj,M,Tuzlanski kanton,Umrli,1886
2005,Broj,M,Zeničko-dobojski kanton,Umrli,1673
2005,Broj,M,Bosansko-podrinjski kanton,Umrli,127
2005,Broj,M,Srednjobosanski kanton,Umrli,1130
2005,Broj,M,Hercegovačko-neretvanski kanton,Umrli,1110
2005,Broj,M,Zapadno-hercegovački kanton,Umrli,342
2005,Broj,M,Kanton Sarajevo,Umrli,1912
2005,Broj,M,Kanton 10,Umrli,363
2005,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,9165
2005,Broj,Ž,Unsko-sanski kanton,Umrli,1099
2005,Broj,Ž,Posavski kanton,Umrli,194
2005,Broj,Ž,Tuzlanski kanton,Umrli,1633
2005,Broj,Ž,Zeničko-dobojski kanton,Umrli,1531
2005,Broj,Ž,Bosansko-podrinjski kanton,Umrli,113
2005,Broj,Ž,Srednjobosanski kanton,Umrli,1067
2005,Broj,Ž,Hercegovačko-neretvanski kanton,Umrli,920
2005,Broj,Ž,Zapadno-hercegovački kanton,Umrli,390
2005,Broj,Ž,Kanton Sarajevo,Umrli,1839
2005,Broj,Ž,Kanton 10,Umrli,379
2006,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,18497
2006,Broj,Ukupno,Unsko-sanski kanton,Umrli,2099
2006,Broj,Ukupno,Posavski kanton,Umrli,410
2006,Broj,Ukupno,Tuzlanski kanton,Umrli,3341
2006,Broj,Ukupno,Zeničko-dobojski kanton,Umrli,3173
2006,Broj,Ukupno,Bosansko-podrinjski kanton,Umrli,274
2006,Broj,Ukupno,Srednjobosanski kanton,Umrli,2140
2006,Broj,Ukupno,Hercegovačko-neretvanski kanton,Umrli,1889
2006,Broj,Ukupno,Zapadno-hercegovački kanton,Umrli,698
2006,Broj,Ukupno,Kanton Sarajevo,Umrli,3705
2006,Broj,Ukupno,Kanton 10,Umrli,768
2006,Broj,M,Federacija Bosne i Hercegovine,Umrli,9538
2006,Broj,M,Unsko-sanski kanton,Umrli,1050
2006,Broj,M,Posavski kanton,Umrli,214
2006,Broj,M,Tuzlanski kanton,Umrli,1823
2006,Broj,M,Zeničko-dobojski kanton,Umrli,1649
2006,Broj,M,Bosansko-podrinjski kanton,Umrli,131
2006,Broj,M,Srednjobosanski kanton,Umrli,1133
2006,Broj,M,Hercegovačko-neretvanski kanton,Umrli,964
2006,Broj,M,Zapadno-hercegovački kanton,Umrli,321
2006,Broj,M,Kanton Sarajevo,Umrli,1873
2006,Broj,M,Kanton 10,Umrli,380
2006,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,8959
2006,Broj,Ž,Unsko-sanski kanton,Umrli,1049
2006,Broj,Ž,Posavski kanton,Umrli,196
2006,Broj,Ž,Tuzlanski kanton,Umrli,1518
2006,Broj,Ž,Zeničko-dobojski kanton,Umrli,1524
2006,Broj,Ž,Bosansko-podrinjski kanton,Umrli,143
2006,Broj,Ž,Srednjobosanski kanton,Umrli,1007
2006,Broj,Ž,Hercegovačko-neretvanski kanton,Umrli,925
2006,Broj,Ž,Zapadno-hercegovački kanton,Umrli,377
2006,Broj,Ž,Kanton Sarajevo,Umrli,1832
2006,Broj,Ž,Kanton 10,Umrli,388
2007,Broj,Ukupno,Federacija Bosne i Hercegovine,Umrli,19280
2007,Broj,Ukupno,Unsko-sanski kanton,Umrli,2156
2007,Broj,Ukupno,Posavski kanton,Umrli,496
2007,Broj,Ukupno,Tuzlanski kanton,Umrli,3584
2007,Broj,Ukupno,Zeničko-dobojski kanton,Umrli,3289
2007,Broj,Ukupno,Bosansko-podrinjski kanton,Umrli,285
2007,Broj,Ukupno,Srednjobosanski kanton,Umrli,2166
2007,Broj,Ukupno,Hercegovačko-neretvanski kanton,Umrli,2036
2007,Broj,Ukupno,Zapadno-hercegovački kanton,Umrli,706
2007,Broj,Ukupno,Kanton Sarajevo,Umrli,3825
2007,Broj,Ukupno,Kanton 10,Umrli,737
2007,Broj,M,Federacija Bosne i Hercegovine,Umrli,9921
2007,Broj,M,Unsko-sanski kanton,Umrli,1112
2007,Broj,M,Posavski kanton,Umrli,246
2007,Broj,M,Tuzlanski kanton,Umrli,1849
2007,Broj,M,Zeničko-dobojski kanton,Umrli,1767
2007,Broj,M,Bosansko-podrinjski kanton,Umrli,154
2007,Broj,M,Srednjobosanski kanton,Umrli,1112
2007,Broj,M,Hercegovačko-neretvanski kanton,Umrli,1058
2007,Broj,M,Zapadno-hercegovački kanton,Umrli,336
2007,Broj,M,Kanton Sarajevo,Umrli,1922
2007,Broj,M,Kanton 10,Umrli,365
2007,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,9359
2007,Broj,Ž,Unsko-sanski kanton,Umrli,1044
2007,Broj,Ž,Posavski kanton,Umrli,250
2007,Broj,Ž,Tuzlanski kanton,Umrli,1735
2007,Broj,Ž,Zeničko-dobojski kanton,Umrli,1522
