Year,UNIT_MEASURE,Spol,Value
2018,Broj,Oba spola,193
2019,Broj,Oba spola,166
2020,Broj,Oba spola,148
2018,Broj,M,106
2019,Broj,M,97
2020,Broj,M,90
2018,Broj,Ž,87
2019,Broj,Ž,69
2020,Broj,Ž,58
