Year,UNIT_MEASURE,Tip odnosa zavisnosti,Spol,Value
2013,%,(0-14+60+)/(15-59),Oba spola,53.29
2013,%,(0-19+65+)/(20-64),Oba spola,56.9
2013,%,(0-14+50+)/(15-49),Oba spola,98.57
2013,%,(0-14+60+)/(15-59),M,49.87
2013,%,(0-19+65+)/(20-64),M,54.86
2013,%,(0-14+50+)/(15-49),M,92.53
2013,%,(0-14+60+)/(15-59),Ž,56.74
2013,%,(0-19+65+)/(20-64),Ž,58.91
2013,%,(0-14+50+)/(15-49),Ž,104.74
