Year,UNIT_MEASURE,Administrativna oblast,type_of_school,Spol,Value
2016,Broj,Posavski kanton,Umjetničke škole,M,
2016,Broj,Posavski kanton,religious_schools,M,
2016,Broj,Posavski kanton,high_schools_for_students_with_disabilities,M,
2017,Broj,Posavski kanton,Gimnazija,M,
2017,Broj,Posavski kanton,technical_high_schools,M,
2017,Broj,Posavski kanton,vocational_high_schools,M,
2017,Broj,Posavski kanton,Umjetničke škole,M,
2017,Broj,Posavski kanton,religious_schools,M,
2017,Broj,Posavski kanton,high_schools_for_students_with_disabilities,M,
2018,Broj,Posavski kanton,Gimnazija,M,
2018,Broj,Posavski kanton,technical_high_schools,M,
2018,Broj,Posavski kanton,vocational_high_schools,M,
2018,Broj,Posavski kanton,Umjetničke škole,M,
2018,Broj,Posavski kanton,religious_schools,M,
2018,Broj,Posavski kanton,high_schools_for_students_with_disabilities,M,
2019,Broj,Posavski kanton,Gimnazija,M,
2019,Broj,Posavski kanton,technical_high_schools,M,
2019,Broj,Posavski kanton,vocational_high_schools,M,
2019,Broj,Posavski kanton,Umjetničke škole,M,
2019,Broj,Posavski kanton,religious_schools,M,
2019,Broj,Posavski kanton,high_schools_for_students_with_disabilities,M,
2020,Broj,Posavski kanton,Gimnazija,M,
2020,Broj,Posavski kanton,technical_high_schools,M,
2020,Broj,Posavski kanton,vocational_high_schools,M,
2020,Broj,Posavski kanton,Umjetničke škole,M,
2020,Broj,Posavski kanton,religious_schools,M,
2020,Broj,Posavski kanton,high_schools_for_students_with_disabilities,M,
2016,Broj,Tuzlanski kanton,Gimnazija,M,
2016,Broj,Tuzlanski kanton,technical_high_schools,M,
2016,Broj,Tuzlanski kanton,vocational_high_schools,M,
2016,Broj,Tuzlanski kanton,Umjetničke škole,M,
2016,Broj,Tuzlanski kanton,religious_schools,M,
2016,Broj,Tuzlanski kanton,high_schools_for_students_with_disabilities,M,
2017,Broj,Tuzlanski kanton,Gimnazija,M,
2017,Broj,Tuzlanski kanton,technical_high_schools,M,
2017,Broj,Tuzlanski kanton,vocational_high_schools,M,
2017,Broj,Tuzlanski kanton,Umjetničke škole,M,
2017,Broj,Tuzlanski kanton,religious_schools,M,
2017,Broj,Tuzlanski kanton,high_schools_for_students_with_disabilities,M,
2018,Broj,Tuzlanski kanton,Gimnazija,M,
2018,Broj,Tuzlanski kanton,technical_high_schools,M,
2018,Broj,Tuzlanski kanton,vocational_high_schools,M,
2018,Broj,Tuzlanski kanton,Umjetničke škole,M,
2018,Broj,Tuzlanski kanton,religious_schools,M,
2018,Broj,Tuzlanski kanton,high_schools_for_students_with_disabilities,M,
2019,Broj,Tuzlanski kanton,Gimnazija,M,
2019,Broj,Tuzlanski kanton,technical_high_schools,M,
2019,Broj,Tuzlanski kanton,vocational_high_schools,M,
2019,Broj,Tuzlanski kanton,Umjetničke škole,M,
2019,Broj,Tuzlanski kanton,religious_schools,M,
2019,Broj,Tuzlanski kanton,high_schools_for_students_with_disabilities,M,
2020,Broj,Tuzlanski kanton,Gimnazija,M,
2020,Broj,Tuzlanski kanton,technical_high_schools,M,
2020,Broj,Tuzlanski kanton,vocational_high_schools,M,
2020,Broj,Tuzlanski kanton,Umjetničke škole,M,
2020,Broj,Tuzlanski kanton,religious_schools,M,
2020,Broj,Tuzlanski kanton,high_schools_for_students_with_disabilities,M,
2016,Broj,Zeničko-dobojski kanton,Gimnazija,M,
2016,Broj,Zeničko-dobojski kanton,technical_high_schools,M,
2016,Broj,Zeničko-dobojski kanton,vocational_high_schools,M,
2016,Broj,Zeničko-dobojski kanton,Umjetničke škole,M,
2016,Broj,Zeničko-dobojski kanton,religious_schools,M,
2016,Broj,Zeničko-dobojski kanton,high_schools_for_students_with_disabilities,M,
2017,Broj,Zeničko-dobojski kanton,Gimnazija,M,
2017,Broj,Zeničko-dobojski kanton,technical_high_schools,M,
2017,Broj,Zeničko-dobojski kanton,vocational_high_schools,M,
2017,Broj,Zeničko-dobojski kanton,Umjetničke škole,M,
2017,Broj,Zeničko-dobojski kanton,religious_schools,M,
2017,Broj,Zeničko-dobojski kanton,high_schools_for_students_with_disabilities,M,
2018,Broj,Zeničko-dobojski kanton,Gimnazija,M,
2018,Broj,Zeničko-dobojski kanton,technical_high_schools,M,
2018,Broj,Zeničko-dobojski kanton,vocational_high_schools,M,
2018,Broj,Zeničko-dobojski kanton,Umjetničke škole,M,
2018,Broj,Zeničko-dobojski kanton,religious_schools,M,
2018,Broj,Zeničko-dobojski kanton,high_schools_for_students_with_disabilities,M,
2019,Broj,Zeničko-dobojski kanton,Gimnazija,M,
2019,Broj,Zeničko-dobojski kanton,technical_high_schools,M,
2019,Broj,Zeničko-dobojski kanton,vocational_high_schools,M,
2019,Broj,Zeničko-dobojski kanton,Umjetničke škole,M,
2019,Broj,Zeničko-dobojski kanton,religious_schools,M,
2019,Broj,Zeničko-dobojski kanton,high_schools_for_students_with_disabilities,M,
2020,Broj,Zeničko-dobojski kanton,Gimnazija,M,
2020,Broj,Zeničko-dobojski kanton,technical_high_schools,M,
2020,Broj,Zeničko-dobojski kanton,vocational_high_schools,M,
2020,Broj,Zeničko-dobojski kanton,Umjetničke škole,M,
2020,Broj,Zeničko-dobojski kanton,religious_schools,M,
2020,Broj,Zeničko-dobojski kanton,high_schools_for_students_with_disabilities,M,
2016,Broj,Bosansko-podrinjski kanton,Gimnazija,M,
2016,Broj,Bosansko-podrinjski kanton,technical_high_schools,M,
2016,Broj,Bosansko-podrinjski kanton,vocational_high_schools,M,
2016,Broj,Bosansko-podrinjski kanton,Umjetničke škole,M,
2016,Broj,Bosansko-podrinjski kanton,religious_schools,M,
2016,Broj,Bosansko-podrinjski kanton,high_schools_for_students_with_disabilities,M,
2017,Broj,Bosansko-podrinjski kanton,Gimnazija,M,
2017,Broj,Bosansko-podrinjski kanton,technical_high_schools,M,
2017,Broj,Bosansko-podrinjski kanton,vocational_high_schools,M,
2017,Broj,Bosansko-podrinjski kanton,Umjetničke škole,M,
2017,Broj,Bosansko-podrinjski kanton,religious_schools,M,
2017,Broj,Bosansko-podrinjski kanton,high_schools_for_students_with_disabilities,M,
2018,Broj,Bosansko-podrinjski kanton,Gimnazija,M,
2018,Broj,Bosansko-podrinjski kanton,technical_high_schools,M,
2018,Broj,Bosansko-podrinjski kanton,vocational_high_schools,M,
2018,Broj,Bosansko-podrinjski kanton,Umjetničke škole,M,
2018,Broj,Bosansko-podrinjski kanton,religious_schools,M,
2018,Broj,Bosansko-podrinjski kanton,high_schools_for_students_with_disabilities,M,
2019,Broj,Bosansko-podrinjski kanton,Gimnazija,M,
2019,Broj,Bosansko-podrinjski kanton,technical_high_schools,M,
2019,Broj,Bosansko-podrinjski kanton,vocational_high_schools,M,
2019,Broj,Bosansko-podrinjski kanton,Umjetničke škole,M,
2019,Broj,Bosansko-podrinjski kanton,religious_schools,M,
2019,Broj,Bosansko-podrinjski kanton,high_schools_for_students_with_disabilities,M,
2020,Broj,Bosansko-podrinjski kanton,Gimnazija,M,
2020,Broj,Bosansko-podrinjski kanton,technical_high_schools,M,
2020,Broj,Bosansko-podrinjski kanton,vocational_high_schools,M,
2020,Broj,Bosansko-podrinjski kanton,Umjetničke škole,M,
2020,Broj,Bosansko-podrinjski kanton,religious_schools,M,
2020,Broj,Bosansko-podrinjski kanton,high_schools_for_students_with_disabilities,M,
2016,Broj,Srednjobosanski kanton,Gimnazija,M,
2016,Broj,Srednjobosanski kanton,technical_high_schools,M,
2016,Broj,Srednjobosanski kanton,vocational_high_schools,M,
2016,Broj,Srednjobosanski kanton,Umjetničke škole,M,
2016,Broj,Srednjobosanski kanton,religious_schools,M,
2016,Broj,Srednjobosanski kanton,high_schools_for_students_with_disabilities,M,
2017,Broj,Srednjobosanski kanton,Gimnazija,M,
2017,Broj,Srednjobosanski kanton,technical_high_schools,M,
2017,Broj,Srednjobosanski kanton,vocational_high_schools,M,
2017,Broj,Srednjobosanski kanton,Umjetničke škole,M,
2017,Broj,Srednjobosanski kanton,religious_schools,M,
2017,Broj,Srednjobosanski kanton,high_schools_for_students_with_disabilities,M,
2018,Broj,Srednjobosanski kanton,Gimnazija,M,
2018,Broj,Srednjobosanski kanton,technical_high_schools,M,
2018,Broj,Srednjobosanski kanton,vocational_high_schools,M,
2018,Broj,Srednjobosanski kanton,Umjetničke škole,M,
2018,Broj,Srednjobosanski kanton,religious_schools,M,
2018,Broj,Srednjobosanski kanton,high_schools_for_students_with_disabilities,M,
2019,Broj,Srednjobosanski kanton,Gimnazija,M,
2019,Broj,Srednjobosanski kanton,technical_high_schools,M,
2019,Broj,Srednjobosanski kanton,vocational_high_schools,M,
2019,Broj,Srednjobosanski kanton,Umjetničke škole,M,
2019,Broj,Srednjobosanski kanton,religious_schools,M,
2019,Broj,Srednjobosanski kanton,high_schools_for_students_with_disabilities,M,
2020,Broj,Srednjobosanski kanton,Gimnazija,M,
2020,Broj,Srednjobosanski kanton,technical_high_schools,M,
2020,Broj,Srednjobosanski kanton,vocational_high_schools,M,
2020,Broj,Srednjobosanski kanton,Umjetničke škole,M,
2020,Broj,Srednjobosanski kanton,religious_schools,M,
2020,Broj,Srednjobosanski kanton,high_schools_for_students_with_disabilities,M,
2016,Broj,Hercegovačko-neretvanski kanton,Gimnazija,M,
2016,Broj,Hercegovačko-neretvanski kanton,technical_high_schools,M,
2016,Broj,Hercegovačko-neretvanski kanton,vocational_high_schools,M,
2016,Broj,Hercegovačko-neretvanski kanton,Umjetničke škole,M,
2016,Broj,Hercegovačko-neretvanski kanton,religious_schools,M,
2016,Broj,Hercegovačko-neretvanski kanton,high_schools_for_students_with_disabilities,M,
2017,Broj,Hercegovačko-neretvanski kanton,Gimnazija,M,
2017,Broj,Hercegovačko-neretvanski kanton,technical_high_schools,M,
2017,Broj,Hercegovačko-neretvanski kanton,vocational_high_schools,M,
2017,Broj,Hercegovačko-neretvanski kanton,Umjetničke škole,M,
2017,Broj,Hercegovačko-neretvanski kanton,religious_schools,M,
2017,Broj,Hercegovačko-neretvanski kanton,high_schools_for_students_with_disabilities,M,
2018,Broj,Hercegovačko-neretvanski kanton,Gimnazija,M,
2018,Broj,Hercegovačko-neretvanski kanton,technical_high_schools,M,
2018,Broj,Hercegovačko-neretvanski kanton,vocational_high_schools,M,
2018,Broj,Hercegovačko-neretvanski kanton,Umjetničke škole,M,
2018,Broj,Hercegovačko-neretvanski kanton,religious_schools,M,
2018,Broj,Hercegovačko-neretvanski kanton,high_schools_for_students_with_disabilities,M,
2019,Broj,Hercegovačko-neretvanski kanton,Gimnazija,M,
2019,Broj,Hercegovačko-neretvanski kanton,technical_high_schools,M,
2019,Broj,Hercegovačko-neretvanski kanton,vocational_high_schools,M,
2019,Broj,Hercegovačko-neretvanski kanton,Umjetničke škole,M,
2019,Broj,Hercegovačko-neretvanski kanton,religious_schools,M,
2019,Broj,Hercegovačko-neretvanski kanton,high_schools_for_students_with_disabilities,M,
2020,Broj,Hercegovačko-neretvanski kanton,Gimnazija,M,
2020,Broj,Hercegovačko-neretvanski kanton,technical_high_schools,M,
2020,Broj,Hercegovačko-neretvanski kanton,vocational_high_schools,M,
2020,Broj,Hercegovačko-neretvanski kanton,Umjetničke škole,M,
2020,Broj,Hercegovačko-neretvanski kanton,religious_schools,M,
2020,Broj,Hercegovačko-neretvanski kanton,high_schools_for_students_with_disabilities,M,
2016,Broj,Zapadno-hercegovački kanton,Gimnazija,M,
2016,Broj,Zapadno-hercegovački kanton,technical_high_schools,M,
2016,Broj,Zapadno-hercegovački kanton,vocational_high_schools,M,
2016,Broj,Zapadno-hercegovački kanton,Umjetničke škole,M,
2016,Broj,Zapadno-hercegovački kanton,religious_schools,M,
2016,Broj,Zapadno-hercegovački kanton,high_schools_for_students_with_disabilities,M,
2017,Broj,Zapadno-hercegovački kanton,Gimnazija,M,
2017,Broj,Zapadno-hercegovački kanton,technical_high_schools,M,
2017,Broj,Zapadno-hercegovački kanton,vocational_high_schools,M,
2017,Broj,Zapadno-hercegovački kanton,Umjetničke škole,M,
2017,Broj,Zapadno-hercegovački kanton,religious_schools,M,
2017,Broj,Zapadno-hercegovački kanton,high_schools_for_students_with_disabilities,M,
2018,Broj,Zapadno-hercegovački kanton,Gimnazija,M,
2018,Broj,Zapadno-hercegovački kanton,technical_high_schools,M,
2018,Broj,Zapadno-hercegovački kanton,vocational_high_schools,M,
2018,Broj,Zapadno-hercegovački kanton,Umjetničke škole,M,
2018,Broj,Zapadno-hercegovački kanton,religious_schools,M,
2018,Broj,Zapadno-hercegovački kanton,high_schools_for_students_with_disabilities,M,
2019,Broj,Zapadno-hercegovački kanton,Gimnazija,M,
2019,Broj,Zapadno-hercegovački kanton,technical_high_schools,M,
2019,Broj,Zapadno-hercegovački kanton,vocational_high_schools,M,
2019,Broj,Zapadno-hercegovački kanton,Umjetničke škole,M,
2019,Broj,Zapadno-hercegovački kanton,religious_schools,M,
2019,Broj,Zapadno-hercegovački kanton,high_schools_for_students_with_disabilities,M,
2020,Broj,Zapadno-hercegovački kanton,Gimnazija,M,
2020,Broj,Zapadno-hercegovački kanton,technical_high_schools,M,
2020,Broj,Zapadno-hercegovački kanton,vocational_high_schools,M,
2020,Broj,Zapadno-hercegovački kanton,Umjetničke škole,M,
2020,Broj,Zapadno-hercegovački kanton,religious_schools,M,
2020,Broj,Zapadno-hercegovački kanton,high_schools_for_students_with_disabilities,M,
2016,Broj,Kanton Sarajevo,Gimnazija,M,
2016,Broj,Kanton Sarajevo,technical_high_schools,M,
2016,Broj,Kanton Sarajevo,vocational_high_schools,M,
2016,Broj,Kanton Sarajevo,Umjetničke škole,M,
2016,Broj,Kanton Sarajevo,religious_schools,M,
2016,Broj,Kanton Sarajevo,high_schools_for_students_with_disabilities,M,
2017,Broj,Kanton Sarajevo,Gimnazija,M,
2017,Broj,Kanton Sarajevo,technical_high_schools,M,
2017,Broj,Kanton Sarajevo,vocational_high_schools,M,
2017,Broj,Kanton Sarajevo,Umjetničke škole,M,
2017,Broj,Kanton Sarajevo,religious_schools,M,
2017,Broj,Kanton Sarajevo,high_schools_for_students_with_disabilities,M,
2018,Broj,Kanton Sarajevo,Gimnazija,M,
2018,Broj,Kanton Sarajevo,technical_high_schools,M,
2018,Broj,Kanton Sarajevo,vocational_high_schools,M,
2018,Broj,Kanton Sarajevo,Umjetničke škole,M,
2018,Broj,Kanton Sarajevo,religious_schools,M,
2018,Broj,Kanton Sarajevo,high_schools_for_students_with_disabilities,M,
2019,Broj,Kanton Sarajevo,Gimnazija,M,
2019,Broj,Kanton Sarajevo,technical_high_schools,M,
2019,Broj,Kanton Sarajevo,vocational_high_schools,M,
2019,Broj,Kanton Sarajevo,Umjetničke škole,M,
2019,Broj,Kanton Sarajevo,religious_schools,M,
2019,Broj,Kanton Sarajevo,high_schools_for_students_with_disabilities,M,
2020,Broj,Kanton Sarajevo,Gimnazija,M,
2020,Broj,Kanton Sarajevo,technical_high_schools,M,
2020,Broj,Kanton Sarajevo,vocational_high_schools,M,
2020,Broj,Kanton Sarajevo,Umjetničke škole,M,
2020,Broj,Kanton Sarajevo,religious_schools,M,
2020,Broj,Kanton Sarajevo,high_schools_for_students_with_disabilities,M,
2016,Broj,Kanton 10,Gimnazija,M,
2016,Broj,Kanton 10,technical_high_schools,M,
2016,Broj,Kanton 10,vocational_high_schools,M,
2016,Broj,Kanton 10,Umjetničke škole,M,
2016,Broj,Kanton 10,religious_schools,M,
2016,Broj,Kanton 10,high_schools_for_students_with_disabilities,M,
2017,Broj,Kanton 10,Gimnazija,M,
2017,Broj,Kanton 10,technical_high_schools,M,
2017,Broj,Kanton 10,vocational_high_schools,M,
2017,Broj,Kanton 10,Umjetničke škole,M,
2017,Broj,Kanton 10,religious_schools,M,
2017,Broj,Kanton 10,high_schools_for_students_with_disabilities,M,
2018,Broj,Kanton 10,Gimnazija,M,
2018,Broj,Kanton 10,technical_high_schools,M,
2018,Broj,Kanton 10,vocational_high_schools,M,
2018,Broj,Kanton 10,Umjetničke škole,M,
2018,Broj,Kanton 10,religious_schools,M,
2018,Broj,Kanton 10,high_schools_for_students_with_disabilities,M,
2019,Broj,Kanton 10,Gimnazija,M,
2019,Broj,Kanton 10,technical_high_schools,M,
2019,Broj,Kanton 10,vocational_high_schools,M,
2019,Broj,Kanton 10,Umjetničke škole,M,
2019,Broj,Kanton 10,religious_schools,M,
2019,Broj,Kanton 10,high_schools_for_students_with_disabilities,M,
2020,Broj,Kanton 10,Gimnazija,M,
2020,Broj,Kanton 10,technical_high_schools,M,
2020,Broj,Kanton 10,vocational_high_schools,M,
2020,Broj,Kanton 10,Umjetničke škole,M,
2020,Broj,Kanton 10,religious_schools,M,
2020,Broj,Kanton 10,high_schools_for_students_with_disabilities,M,
2016,Broj,Federacija Bosne i Hercegovine,Gimnazija,Ž,
2016,Broj,Federacija Bosne i Hercegovine,technical_high_schools,Ž,
2016,Broj,Federacija Bosne i Hercegovine,vocational_high_schools,Ž,
2016,Broj,Federacija Bosne i Hercegovine,Umjetničke škole,Ž,
2016,Broj,Federacija Bosne i Hercegovine,religious_schools,Ž,
2016,Broj,Federacija Bosne i Hercegovine,high_schools_for_students_with_disabilities,Ž,
2017,Broj,Federacija Bosne i Hercegovine,Gimnazija,Ž,
2017,Broj,Federacija Bosne i Hercegovine,technical_high_schools,Ž,
2017,Broj,Federacija Bosne i Hercegovine,vocational_high_schools,Ž,
2017,Broj,Federacija Bosne i Hercegovine,Umjetničke škole,Ž,
2017,Broj,Federacija Bosne i Hercegovine,religious_schools,Ž,
2017,Broj,Federacija Bosne i Hercegovine,high_schools_for_students_with_disabilities,Ž,
2018,Broj,Federacija Bosne i Hercegovine,Gimnazija,Ž,
2018,Broj,Federacija Bosne i Hercegovine,technical_high_schools,Ž,
2018,Broj,Federacija Bosne i Hercegovine,vocational_high_schools,Ž,
2018,Broj,Federacija Bosne i Hercegovine,Umjetničke škole,Ž,
2018,Broj,Federacija Bosne i Hercegovine,religious_schools,Ž,
2018,Broj,Federacija Bosne i Hercegovine,high_schools_for_students_with_disabilities,Ž,
2019,Broj,Federacija Bosne i Hercegovine,Gimnazija,Ž,
2019,Broj,Federacija Bosne i Hercegovine,technical_high_schools,Ž,
2019,Broj,Federacija Bosne i Hercegovine,vocational_high_schools,Ž,
2019,Broj,Federacija Bosne i Hercegovine,Umjetničke škole,Ž,
2019,Broj,Federacija Bosne i Hercegovine,religious_schools,Ž,
2019,Broj,Federacija Bosne i Hercegovine,high_schools_for_students_with_disabilities,Ž,
2020,Broj,Federacija Bosne i Hercegovine,Gimnazija,Ž,
2020,Broj,Federacija Bosne i Hercegovine,technical_high_schools,Ž,
2020,Broj,Federacija Bosne i Hercegovine,vocational_high_schools,Ž,
2020,Broj,Federacija Bosne i Hercegovine,Umjetničke škole,Ž,
2020,Broj,Federacija Bosne i Hercegovine,religious_schools,Ž,
2020,Broj,Federacija Bosne i Hercegovine,high_schools_for_students_with_disabilities,Ž,
2016,Broj,Unsko-sanski kanton,Gimnazija,Ž,
2016,Broj,Unsko-sanski kanton,technical_high_schools,Ž,
2016,Broj,Unsko-sanski kanton,vocational_high_schools,Ž,
2016,Broj,Unsko-sanski kanton,Umjetničke škole,Ž,
2016,Broj,Unsko-sanski kanton,religious_schools,Ž,
2016,Broj,Unsko-sanski kanton,high_schools_for_students_with_disabilities,Ž,
2017,Broj,Unsko-sanski kanton,Gimnazija,Ž,
2017,Broj,Unsko-sanski kanton,technical_high_schools,Ž,
2017,Broj,Unsko-sanski kanton,vocational_high_schools,Ž,
2017,Broj,Unsko-sanski kanton,Umjetničke škole,Ž,
2017,Broj,Unsko-sanski kanton,religious_schools,Ž,
2017,Broj,Unsko-sanski kanton,high_schools_for_students_with_disabilities,Ž,
2018,Broj,Unsko-sanski kanton,Gimnazija,Ž,
2018,Broj,Unsko-sanski kanton,technical_high_schools,Ž,
2018,Broj,Unsko-sanski kanton,vocational_high_schools,Ž,
2018,Broj,Unsko-sanski kanton,Umjetničke škole,Ž,
2018,Broj,Unsko-sanski kanton,religious_schools,Ž,
2018,Broj,Unsko-sanski kanton,high_schools_for_students_with_disabilities,Ž,
2019,Broj,Unsko-sanski kanton,Gimnazija,Ž,
2019,Broj,Unsko-sanski kanton,technical_high_schools,Ž,
2019,Broj,Unsko-sanski kanton,vocational_high_schools,Ž,
2019,Broj,Unsko-sanski kanton,Umjetničke škole,Ž,
2019,Broj,Unsko-sanski kanton,religious_schools,Ž,
2019,Broj,Unsko-sanski kanton,high_schools_for_students_with_disabilities,Ž,
2020,Broj,Unsko-sanski kanton,Gimnazija,Ž,
2020,Broj,Unsko-sanski kanton,technical_high_schools,Ž,
2020,Broj,Unsko-sanski kanton,vocational_high_schools,Ž,
2020,Broj,Unsko-sanski kanton,Umjetničke škole,Ž,
2020,Broj,Unsko-sanski kanton,religious_schools,Ž,
2020,Broj,Unsko-sanski kanton,high_schools_for_students_with_disabilities,Ž,
2016,Broj,Posavski kanton,Gimnazija,Ž,
2016,Broj,Posavski kanton,technical_high_schools,Ž,
2016,Broj,Posavski kanton,vocational_high_schools,Ž,
2016,Broj,Posavski kanton,Umjetničke škole,Ž,
2016,Broj,Posavski kanton,religious_schools,Ž,
2016,Broj,Posavski kanton,high_schools_for_students_with_disabilities,Ž,
2017,Broj,Posavski kanton,Gimnazija,Ž,
2017,Broj,Posavski kanton,technical_high_schools,Ž,
2017,Broj,Posavski kanton,vocational_high_schools,Ž,
2017,Broj,Posavski kanton,Umjetničke škole,Ž,
2017,Broj,Posavski kanton,religious_schools,Ž,
2017,Broj,Posavski kanton,high_schools_for_students_with_disabilities,Ž,
2018,Broj,Posavski kanton,Gimnazija,Ž,
2018,Broj,Posavski kanton,technical_high_schools,Ž,
2018,Broj,Posavski kanton,vocational_high_schools,Ž,
2018,Broj,Posavski kanton,Umjetničke škole,Ž,
2018,Broj,Posavski kanton,religious_schools,Ž,
2018,Broj,Posavski kanton,high_schools_for_students_with_disabilities,Ž,
2019,Broj,Posavski kanton,Gimnazija,Ž,
2019,Broj,Posavski kanton,technical_high_schools,Ž,
2019,Broj,Posavski kanton,vocational_high_schools,Ž,
2019,Broj,Posavski kanton,Umjetničke škole,Ž,
2019,Broj,Posavski kanton,religious_schools,Ž,
2019,Broj,Posavski kanton,high_schools_for_students_with_disabilities,Ž,
2020,Broj,Posavski kanton,Gimnazija,Ž,
2020,Broj,Posavski kanton,technical_high_schools,Ž,
2020,Broj,Posavski kanton,vocational_high_schools,Ž,
2020,Broj,Posavski kanton,Umjetničke škole,Ž,
2020,Broj,Posavski kanton,religious_schools,Ž,
2020,Broj,Posavski kanton,high_schools_for_students_with_disabilities,Ž,
2016,Broj,Tuzlanski kanton,Gimnazija,Ž,
2016,Broj,Tuzlanski kanton,technical_high_schools,Ž,
2016,Broj,Tuzlanski kanton,vocational_high_schools,Ž,
2016,Broj,Tuzlanski kanton,Umjetničke škole,Ž,
2016,Broj,Tuzlanski kanton,religious_schools,Ž,
2016,Broj,Tuzlanski kanton,high_schools_for_students_with_disabilities,Ž,
2017,Broj,Tuzlanski kanton,Gimnazija,Ž,
2017,Broj,Tuzlanski kanton,technical_high_schools,Ž,
2017,Broj,Tuzlanski kanton,vocational_high_schools,Ž,
2017,Broj,Tuzlanski kanton,Umjetničke škole,Ž,
2017,Broj,Tuzlanski kanton,religious_schools,Ž,
2017,Broj,Tuzlanski kanton,high_schools_for_students_with_disabilities,Ž,
2018,Broj,Tuzlanski kanton,Gimnazija,Ž,
2018,Broj,Tuzlanski kanton,technical_high_schools,Ž,
2018,Broj,Tuzlanski kanton,vocational_high_schools,Ž,
2018,Broj,Tuzlanski kanton,Umjetničke škole,Ž,
2018,Broj,Tuzlanski kanton,religious_schools,Ž,
2018,Broj,Tuzlanski kanton,high_schools_for_students_with_disabilities,Ž,
2019,Broj,Tuzlanski kanton,Gimnazija,Ž,
2019,Broj,Tuzlanski kanton,technical_high_schools,Ž,
2019,Broj,Tuzlanski kanton,vocational_high_schools,Ž,
2019,Broj,Tuzlanski kanton,Umjetničke škole,Ž,
2019,Broj,Tuzlanski kanton,religious_schools,Ž,
2019,Broj,Tuzlanski kanton,high_schools_for_students_with_disabilities,Ž,
2020,Broj,Tuzlanski kanton,Gimnazija,Ž,
2020,Broj,Tuzlanski kanton,technical_high_schools,Ž,
2020,Broj,Tuzlanski kanton,vocational_high_schools,Ž,
2020,Broj,Tuzlanski kanton,Umjetničke škole,Ž,
2020,Broj,Tuzlanski kanton,religious_schools,Ž,
2020,Broj,Tuzlanski kanton,high_schools_for_students_with_disabilities,Ž,
2016,Broj,Zeničko-dobojski kanton,Gimnazija,Ž,
2016,Broj,Zeničko-dobojski kanton,technical_high_schools,Ž,
2016,Broj,Zeničko-dobojski kanton,vocational_high_schools,Ž,
2016,Broj,Zeničko-dobojski kanton,Umjetničke škole,Ž,
2016,Broj,Zeničko-dobojski kanton,religious_schools,Ž,
2016,Broj,Zeničko-dobojski kanton,high_schools_for_students_with_disabilities,Ž,
2017,Broj,Zeničko-dobojski kanton,Gimnazija,Ž,
2017,Broj,Zeničko-dobojski kanton,technical_high_schools,Ž,
2017,Broj,Zeničko-dobojski kanton,vocational_high_schools,Ž,
2017,Broj,Zeničko-dobojski kanton,Umjetničke škole,Ž,
2017,Broj,Zeničko-dobojski kanton,religious_schools,Ž,
2017,Broj,Zeničko-dobojski kanton,high_schools_for_students_with_disabilities,Ž,
2018,Broj,Zeničko-dobojski kanton,Gimnazija,Ž,
2018,Broj,Zeničko-dobojski kanton,technical_high_schools,Ž,
2018,Broj,Zeničko-dobojski kanton,vocational_high_schools,Ž,
2018,Broj,Zeničko-dobojski kanton,Umjetničke škole,Ž,
2018,Broj,Zeničko-dobojski kanton,religious_schools,Ž,
2018,Broj,Zeničko-dobojski kanton,high_schools_for_students_with_disabilities,Ž,
2019,Broj,Zeničko-dobojski kanton,Gimnazija,Ž,
2019,Broj,Zeničko-dobojski kanton,technical_high_schools,Ž,
2019,Broj,Zeničko-dobojski kanton,vocational_high_schools,Ž,
2019,Broj,Zeničko-dobojski kanton,Umjetničke škole,Ž,
2019,Broj,Zeničko-dobojski kanton,religious_schools,Ž,
2019,Broj,Zeničko-dobojski kanton,high_schools_for_students_with_disabilities,Ž,
2020,Broj,Zeničko-dobojski kanton,Gimnazija,Ž,
2020,Broj,Zeničko-dobojski kanton,technical_high_schools,Ž,
2020,Broj,Zeničko-dobojski kanton,vocational_high_schools,Ž,
2020,Broj,Zeničko-dobojski kanton,Umjetničke škole,Ž,
2020,Broj,Zeničko-dobojski kanton,religious_schools,Ž,
2020,Broj,Zeničko-dobojski kanton,high_schools_for_students_with_disabilities,Ž,
2016,Broj,Bosansko-podrinjski kanton,Gimnazija,Ž,
2016,Broj,Bosansko-podrinjski kanton,technical_high_schools,Ž,
2016,Broj,Bosansko-podrinjski kanton,vocational_high_schools,Ž,
2016,Broj,Bosansko-podrinjski kanton,Umjetničke škole,Ž,
2016,Broj,Bosansko-podrinjski kanton,religious_schools,Ž,
2016,Broj,Bosansko-podrinjski kanton,high_schools_for_students_with_disabilities,Ž,
2017,Broj,Bosansko-podrinjski kanton,Gimnazija,Ž,
2017,Broj,Bosansko-podrinjski kanton,technical_high_schools,Ž,
2017,Broj,Bosansko-podrinjski kanton,vocational_high_schools,Ž,
2017,Broj,Bosansko-podrinjski kanton,Umjetničke škole,Ž,
2017,Broj,Bosansko-podrinjski kanton,religious_schools,Ž,
2017,Broj,Bosansko-podrinjski kanton,high_schools_for_students_with_disabilities,Ž,
2018,Broj,Bosansko-podrinjski kanton,Gimnazija,Ž,
2018,Broj,Bosansko-podrinjski kanton,technical_high_schools,Ž,
2018,Broj,Bosansko-podrinjski kanton,vocational_high_schools,Ž,
