Year,UNIT_MEASURE,Spol,Starosna dob,Value
2009,Broj,M,0-4,60054
2009,Broj,M, 5-9,62562
2009,Broj,M, 10-14,83291
2009,Broj,M, 15-19,75749
2009,Broj,M,20-24,84277
2009,Broj,M,25-29,83842
2009,Broj,M,30-34,80499
2009,Broj,M,35-39,77579
2009,Broj,M,40-44,83285
2009,Broj,M,45-49,87396
2009,Broj,M,50-54,81755
2009,Broj,M,55-59,68338
2009,Broj,M,60-64,48455
2009,Broj,M,65-69,40600
2009,Broj,M,70-74,37764
2009,Broj,M,75-79,23775
2009,Broj,M,80-84,9680
2009,Broj,M,85+,2782
2009,Broj,Ž,Ukupno,1137389
2009,Broj,Ž,0-4,56886
2009,Broj,Ž, 5-9,59279
2009,Broj,Ž, 10-14,79148
2009,Broj,Ž, 15-19,72166
2009,Broj,Ž,20-24,80011
2009,Broj,Ž,25-29,80946
2009,Broj,Ž,30-34,79519
2009,Broj,Ž,35-39,78404
2009,Broj,Ž,40-44,84107
2009,Broj,Ž,45-49,89921
2009,Broj,Ž,50-54,84756
2009,Broj,Ž,55-59,74482
2009,Broj,Ž,60-64,57038
2009,Broj,Ž,65-69,50976
2009,Broj,Ž,70-74,50242
2009,Broj,Ž,75-79,34495
2009,Broj,Ž,80-84,17564
2009,Broj,Ž,85+,7449
2010,Broj,Oba spola,Ukupno,2228027
2010,Broj,Oba spola,0-4,117424
2010,Broj,Oba spola, 5-9,119115
2010,Broj,Oba spola, 10-14,154022
2010,Broj,Oba spola, 15-19,149281
2010,Broj,Oba spola,20-24,163100
2010,Broj,Oba spola,25-29,164890
2010,Broj,Oba spola,30-34,160049
2010,Broj,Oba spola,35-39,156963
2010,Broj,Oba spola,40-44,162076
2010,Broj,Oba spola,45-49,175854
2010,Broj,Oba spola,50-54,167974
2010,Broj,Oba spola,55-59,147762
2010,Broj,Oba spola,60-64,112999
2010,Broj,Oba spola,65-69,85392
2010,Broj,Oba spola,70-74,89196
2010,Broj,Oba spola,75-79,60591
2010,Broj,Oba spola,80-84,29904
2010,Broj,Oba spola,85+,11435
2010,Broj,M,Ukupno,1091413
2010,Broj,M,0-4,60359
2010,Broj,M, 5-9,61252
2010,Broj,M, 10-14,78958
2010,Broj,M, 15-19,76320
2010,Broj,M,20-24,83702
2010,Broj,M,25-29,84184
2010,Broj,M,30-34,80692
2010,Broj,M,35-39,78116
2010,Broj,M,40-44,80732
2010,Broj,M,45-49,86790
2010,Broj,M,50-54,82347
2010,Broj,M,55-59,70928
2010,Broj,M,60-64,52048
2010,Broj,M,65-69,37898
2010,Broj,M,70-74,38260
2010,Broj,M,75-79,24640
2010,Broj,M,80-84,11056
2010,Broj,M,85+,3131
2010,Broj,Ž,Ukupno,1136614
2010,Broj,Ž,0-4,57065
2010,Broj,Ž, 5-9,57863
2010,Broj,Ž, 10-14,75064
2010,Broj,Ž, 15-19,72961
2010,Broj,Ž,20-24,79398
2010,Broj,Ž,25-29,80706
2010,Broj,Ž,30-34,79357
2010,Broj,Ž,35-39,78847
2010,Broj,Ž,40-44,81344
2010,Broj,Ž,45-49,89064
2010,Broj,Ž,50-54,85627
2010,Broj,Ž,55-59,76834
2010,Broj,Ž,60-64,60951
2010,Broj,Ž,65-69,47494
2010,Broj,Ž,70-74,50936
2010,Broj,Ž,75-79,35951
2010,Broj,Ž,80-84,18848
2010,Broj,Ž,85+,8304
2011,Broj,Oba spola,Ukupno,2226011
2011,Broj,Oba spola,0-4,117054
2011,Broj,Oba spola, 5-9,117003
2011,Broj,Oba spola, 10-14,143561
2011,Broj,Oba spola, 15-19,151915
2011,Broj,Oba spola,20-24,162101
2011,Broj,Oba spola,25-29,164113
2011,Broj,Oba spola,30-34,159983
2011,Broj,Oba spola,35-39,157692
2011,Broj,Oba spola,40-44,158623
2011,Broj,Oba spola,45-49,173561
2011,Broj,Oba spola,50-54,170235
2011,Broj,Oba spola,55-59,152725
2011,Broj,Oba spola,60-64,119045
2011,Broj,Oba spola,65-69,82001
2011,Broj,Oba spola,70-74,88393
2011,Broj,Oba spola,75-79,63062
2011,Broj,Oba spola,80-84,32063
2011,Broj,Oba spola,85+,12881
2011,Broj,M,Ukupno,1090782
2011,Broj,M,0-4,60185
2011,Broj,M, 5-9,60165
2011,Broj,M, 10-14,73452
2011,Broj,M, 15-19,77805
2011,Broj,M,20-24,83230
2011,Broj,M,25-29,83849
2011,Broj,M,30-34,80928
2011,Broj,M,35-39,78540
2011,Broj,M,40-44,79123
2011,Broj,M,45-49,85602
2011,Broj,M,50-54,83408
2011,Broj,M,55-59,73671
2011,Broj,M,60-64,54949
2011,Broj,M,65-69,36480
2011,Broj,M,70-74,37820
2011,Broj,M,75-79,25682
2011,Broj,M,80-84,12254
2011,Broj,M,85+,3639
2011,Broj,Ž,Ukupno,1135229
2011,Broj,Ž,0-4,56869
2011,Broj,Ž, 5-9,56838
2011,Broj,Ž, 10-14,70109
2011,Broj,Ž, 15-19,74110
2011,Broj,Ž,20-24,78871
2011,Broj,Ž,25-29,80264
2011,Broj,Ž,30-34,79055
2011,Broj,Ž,35-39,79152
2011,Broj,Ž,40-44,79500
2011,Broj,Ž,45-49,87959
2011,Broj,Ž,50-54,86827
2011,Broj,Ž,55-59,79054
2011,Broj,Ž,60-64,64096
2011,Broj,Ž,65-69,45521
2011,Broj,Ž,70-74,50573
2011,Broj,Ž,75-79,37380
2011,Broj,Ž,80-84,19809
2011,Broj,Ž,85+,9242
2012,Broj,Oba spola,Ukupno,2222587
2012,Broj,Oba spola,0-4,116793
2012,Broj,Oba spola, 5-9,115789
2012,Broj,Oba spola, 10-14,132407
2012,Broj,Oba spola, 15-19,156857
2012,Broj,Oba spola,20-24,158676
2012,Broj,Oba spola,25-29,163827
2012,Broj,Oba spola,30-34,160284
2012,Broj,Oba spola,35-39,156849
2012,Broj,Oba spola,40-44,156614
2012,Broj,Oba spola,45-49,170085
2012,Broj,Oba spola,50-54,173434
2012,Broj,Oba spola,55-59,154906
2012,Broj,Oba spola,60-64,121858
2012,Broj,Oba spola,65-69,84935
2012,Broj,Oba spola,70-74,86012
2012,Broj,Oba spola,75-79,64460
2012,Broj,Oba spola,80-84,34544
2012,Broj,Oba spola,85+,14257
2012,Broj,M,Ukupno,1089379
2012,Broj,M,0-4,60012
2012,Broj,M, 5-9,59590
2012,Broj,M, 10-14,67591
2012,Broj,M, 15-19,80836
2012,Broj,M,20-24,80934
2012,Broj,M,25-29,83925
2012,Broj,M,30-34,81421
2012,Broj,M,35-39,78229
2012,Broj,M,40-44,78041
2012,Broj,M,45-49,84128
2012,Broj,M,50-54,84744
2012,Broj,M,55-59,75118
2012,Broj,M,60-64,56318
2012,Broj,M,65-69,37976
2012,Broj,M,70-74,36665
2012,Broj,M,75-79,26283
2012,Broj,M,80-84,13337
2012,Broj,M,85+,4231
2012,Broj,Ž,Ukupno,1133208
2012,Broj,Ž,0-4,56781
2012,Broj,Ž, 5-9,56199
2012,Broj,Ž, 10-14,64816
2012,Broj,Ž, 15-19,76021
2012,Broj,Ž,20-24,77742
2012,Broj,Ž,25-29,79902
2012,Broj,Ž,30-34,78863
2012,Broj,Ž,35-39,78620
2012,Broj,Ž,40-44,78573
2012,Broj,Ž,45-49,85957
2012,Broj,Ž,50-54,88690
2012,Broj,Ž,55-59,79788
2012,Broj,Ž,60-64,65540
2012,Broj,Ž,65-69,46959
2012,Broj,Ž,70-74,49347
2012,Broj,Ž,75-79,38177
2012,Broj,Ž,80-84,21207
2012,Broj,Ž,85+,10026
2013,Broj,Oba spola,Ukupno,2219131
2013,Broj,Oba spola,0-4,114879
2013,Broj,Oba spola, 5-9,115755
2013,Broj,Oba spola, 10-14,125750
2013,Broj,Oba spola, 15-19,161488
2013,Broj,Oba spola,20-24,150507
2013,Broj,Oba spola,25-29,163812
2013,Broj,Oba spola,30-34,160592
2013,Broj,Oba spola,35-39,157328
2013,Broj,Oba spola,40-44,154514
2013,Broj,Oba spola,45-49,166817
2013,Broj,Oba spola,50-54,173765
2013,Broj,Oba spola,55-59,156071
2013,Broj,Oba spola,60-64,128708
2013,Broj,Oba spola,65-69,88704
2013,Broj,Oba spola,70-74,81568
2013,Broj,Oba spola,75-79,66507
2013,Broj,Oba spola,80-84,36064
2013,Broj,Oba spola,85+,16302
2013,Broj,M,Ukupno,1087882
2013,Broj,M,0-4,59007
2013,Broj,M, 5-9,59476
2013,Broj,M, 10-14,64326
2013,Broj,M, 15-19,83076
2013,Broj,M,20-24,76904
2013,Broj,M,25-29,83909
2013,Broj,M,30-34,81734
2013,Broj,M,35-39,78750
2013,Broj,M,40-44,76966
2013,Broj,M,45-49,82468
2013,Broj,M,50-54,85215
2013,Broj,M,55-59,75630
2013,Broj,M,60-64,59983
2013,Broj,M,65-69,39630
2013,Broj,M,70-74,34732
2013,Broj,M,75-79,27122
2013,Broj,M,80-84,13858
2013,Broj,M,85+,5096
2013,Broj,Ž,Ukupno,1131249
2013,Broj,Ž,0-4,55872
2013,Broj,Ž, 5-9,56279
2013,Broj,Ž, 10-14,61424
2013,Broj,Ž, 15-19,78412
2013,Broj,Ž,20-24,73603
2013,Broj,Ž,25-29,79903
2013,Broj,Ž,30-34,78858
2013,Broj,Ž,35-39,78578
2013,Broj,Ž,40-44,77548
2013,Broj,Ž,45-49,84349
2013,Broj,Ž,50-54,88550
2013,Broj,Ž,55-59,80441
2013,Broj,Ž,60-64,68725
2013,Broj,Ž,65-69,49074
2013,Broj,Ž,70-74,46836
2013,Broj,Ž,75-79,39385
2013,Broj,Ž,80-84,22206
2013,Broj,Ž,85+,11206
2014,Broj,Oba spola,Ukupno,2215997
2014,Broj,Oba spola,0-4,110538
2014,Broj,Oba spola, 5-9,116644
2014,Broj,Oba spola, 10-14,121454
2014,Broj,Oba spola, 15-19,161480
2014,Broj,Oba spola,20-24,145424
2014,Broj,Oba spola,25-29,161571
2014,Broj,Oba spola,30-34,162303
2014,Broj,Oba spola,35-39,157531
2014,Broj,Oba spola,40-44,153220
2014,Broj,Oba spola,45-49,163885
2014,Broj,Oba spola,50-54,172235
2014,Broj,Oba spola,55-59,159335
2014,Broj,Oba spola,60-64,133602
2014,Broj,Oba spola,65-69,95450
2014,Broj,Oba spola,70-74,77139
2014,Broj,Oba spola,75-79,67532
2014,Broj,Oba spola,80-84,38345
2014,Broj,Oba spola,85+,18309
2014,Broj,M,Ukupno,1086617
2014,Broj,M,0-4,56831
2014,Broj,M, 5-9,59893
2014,Broj,M, 10-14,62350
2014,Broj,M, 15-19,82776
2014,Broj,M,20-24,74456
2014,Broj,M,25-29,82880
2014,Broj,M,30-34,82576
2014,Broj,M,35-39,79172
2014,Broj,M,40-44,76077
2014,Broj,M,45-49,81153
2014,Broj,M,50-54,84369
2014,Broj,M,55-59,77268
2014,Broj,M,60-64,62815
2014,Broj,M,65-69,42725
2014,Broj,M,70-74,32924
2014,Broj,M,75-79,27530
2014,Broj,M,80-84,14793
2014,Broj,M,85+,6029
2014,Broj,Ž,Ukupno,1129380
2014,Broj,Ž,0-4,53707
2014,Broj,Ž, 5-9,56751
2014,Broj,Ž, 10-14,59104
2014,Broj,Ž, 15-19,78704
2014,Broj,Ž,20-24,70968
2014,Broj,Ž,25-29,78691
2014,Broj,Ž,30-34,79727
2014,Broj,Ž,35-39,78359
2014,Broj,Ž,40-44,77143
2014,Broj,Ž,45-49,82732
2014,Broj,Ž,50-54,87866
2014,Broj,Ž,55-59,82067
2014,Broj,Ž,60-64,70787
2014,Broj,Ž,65-69,52725
2014,Broj,Ž,70-74,44215
2014,Broj,Ž,75-79,40002
2014,Broj,Ž,80-84,23552
2014,Broj,Ž,85+,12280
2015,Broj,Oba spola,Ukupno,2210994
2015,Broj,Oba spola,0-4,106407
2015,Broj,Oba spola, 5-9,117109
2015,Broj,Oba spola, 10-14,118752
2015,Broj,Oba spola, 15-19,153121
2015,Broj,Oba spola,20-24,147089
2015,Broj,Oba spola,25-29,160471
2015,Broj,Oba spola,30-34,162514
2015,Broj,Oba spola,35-39,157774
2015,Broj,Oba spola,40-44,154441
2015,Broj,Oba spola,45-49,158880
2015,Broj,Oba spola,50-54,170920
2015,Broj,Oba spola,55-59,160955
2015,Broj,Oba spola,60-64,138568
2015,Broj,Oba spola,65-69,102608
2015,Broj,Oba spola,70-74,72062
2015,Broj,Oba spola,75-79,68944
2015,Broj,Oba spola,80-84,39993
2015,Broj,Oba spola,85+,20386
2015,Broj,M,Ukupno,1084267
2015,Broj,M,0-4,54562
2015,Broj,M, 5-9,60201
2015,Broj,M, 10-14,61038
2015,Broj,M, 15-19,78496
2015,Broj,M,20-24,75167
2015,Broj,M,25-29,82361
2015,Broj,M,30-34,82924
2015,Broj,M,35-39,79452
2015,Broj,M,40-44,76756
2015,Broj,M,45-49,78780
2015,Broj,M,50-54,83828
2015,Broj,M,55-59,78021
2015,Broj,M,60-64,65356
2015,Broj,M,65-69,46062
2015,Broj,M,70-74,30727
2015,Broj,M,75-79,28163
2015,Broj,M,80-84,15462
2015,Broj,M,85+,6911
2015,Broj,Ž,Ukupno,1126727
2015,Broj,Ž,0-4,51845
2015,Broj,Ž, 5-9,56908
2015,Broj,Ž, 10-14,57714
2015,Broj,Ž, 15-19,74625
2015,Broj,Ž,20-24,71922
2015,Broj,Ž,25-29,78110
2015,Broj,Ž,30-34,79590
2015,Broj,Ž,35-39,78322
2015,Broj,Ž,40-44,77685
2015,Broj,Ž,45-49,80100
2015,Broj,Ž,50-54,87092
2015,Broj,Ž,55-59,82934
2015,Broj,Ž,60-64,73212
2015,Broj,Ž,65-69,56546
2015,Broj,Ž,70-74,41335
2015,Broj,Ž,75-79,40781
2015,Broj,Ž,80-84,24531
2015,Broj,Ž,85+,13475
2016,Broj,Oba spola,Ukupno,2206231
2016,Broj,Oba spola,0-4,102398
2016,Broj,Oba spola, 5-9,116765
2016,Broj,Oba spola, 10-14,116710
2016,Broj,Oba spola, 15-19,142772
2016,Broj,Oba spola,20-24,149829
2016,Broj,Oba spola,25-29,159817
2016,Broj,Oba spola,30-34,161799
2016,Broj,Oba spola,35-39,157744
2016,Broj,Oba spola,40-44,155337
2016,Broj,Oba spola,45-49,155604
2016,Broj,Oba spola,50-54,169061
2016,Broj,Oba spola,55-59,163508
2016,Broj,Oba spola,60-64,143664
2016,Broj,Oba spola,65-69,108177
2016,Broj,Oba spola,70-74,69924
2016,Broj,Oba spola,75-79,68347
2016,Broj,Oba spola,80-84,42285
2016,Broj,Oba spola,85+,22490
2016,Broj,M,Ukupno,1082238
2016,Broj,M,0-4,52494
2016,Broj,M, 5-9,60046
2016,Broj,M, 10-14,60009
2016,Broj,M, 15-19,73048
2016,Broj,M,20-24,76694
2016,Broj,M,25-29,82039
2016,Broj,M,30-34,82625
2016,Broj,M,35-39,79723
2016,Broj,M,40-44,77235
2016,Broj,M,45-49,77270
2016,Broj,M,50-54,82923
2016,Broj,M,55-59,79218
2016,Broj,M,60-64,68122
2016,Broj,M,65-69,48671
2016,Broj,M,70-74,30004
2016,Broj,M,75-79,27837
2016,Broj,M,80-84,16425
2016,Broj,M,85+,7855
2016,Broj,Ž,Ukupno,1123993
2016,Broj,Ž,0-4,49904
2016,Broj,Ž, 5-9,56719
2016,Broj,Ž, 10-14,56701
2016,Broj,Ž, 15-19,69724
2016,Broj,Ž,20-24,73135
2016,Broj,Ž,25-29,77778
2016,Broj,Ž,30-34,79174
2016,Broj,Ž,35-39,78021
2016,Broj,Ž,40-44,78102
2016,Broj,Ž,45-49,78334
2016,Broj,Ž,50-54,86138
2016,Broj,Ž,55-59,84290
2016,Broj,Ž,60-64,75542
2016,Broj,Ž,65-69,59506
2016,Broj,Ž,70-74,39920
2016,Broj,Ž,75-79,40510
2016,Broj,Ž,80-84,25860
2016,Broj,Ž,85+,14635
2017,Broj,Oba spola,Ukupno,2201193
2017,Broj,Oba spola,0-4,98697
2017,Broj,Oba spola, 5-9,116467
2017,Broj,Oba spola, 10-14,115503
2017,Broj,Oba spola, 15-19,131670
2017,Broj,Oba spola,20-24,154962
2017,Broj,Oba spola,25-29,156456
2017,Broj,Oba spola,30-34,161607
2017,Broj,Oba spola,35-39,158073
2017,Broj,Oba spola,40-44,154634
2017,Broj,Oba spola,45-49,153863
2017,Broj,Oba spola,50-54,165913
2017,Broj,Oba spola,55-59,166994
2017,Broj,Oba spola,60-64,145958
2017,Broj,Oba spola,65-69,111195
2017,Broj,Oba spola,70-74,73706
2017,Broj,Oba spola,75-79,66875
2017,Broj,Oba spola,80-84,43476
2017,Broj,Oba spola,85+,25144
2017,Broj,M,Ukupno,1080156
2017,Broj,M,0-4,50682
2017,Broj,M, 5-9,59863
2017,Broj,M, 10-14,59437
2017,Broj,M, 15-19,67233
2017,Broj,M,20-24,79802
2017,Broj,M,25-29,79846
2017,Broj,M,30-34,82700
2017,Broj,M,35-39,80213
2017,Broj,M,40-44,76980
2017,Broj,M,45-49,76395
2017,Broj,M,50-54,81606
2017,Broj,M,55-59,80743
2017,Broj,M,60-64,69552
2017,Broj,M,65-69,50110
2017,Broj,M,70-74,31853
2017,Broj,M,75-79,27139
2017,Broj,M,80-84,17020
2017,Broj,M,85+,8982
2017,Broj,Ž,Ukupno,1121037
2017,Broj,Ž,0-4,48015
2017,Broj,Ž, 5-9,56604
2017,Broj,Ž, 10-14,56066
2017,Broj,Ž, 15-19,64437
2017,Broj,Ž,20-24,75160
2017,Broj,Ž,25-29,76610
2017,Broj,Ž,30-34,78907
2017,Broj,Ž,35-39,77860
2017,Broj,Ž,40-44,77654
2017,Broj,Ž,45-49,77468
2017,Broj,Ž,50-54,84307
2017,Broj,Ž,55-59,86251
2017,Broj,Ž,60-64,76406
2017,Broj,Ž,65-69,61085
2017,Broj,Ž,70-74,41853
2017,Broj,Ž,75-79,39736
2017,Broj,Ž,80-84,26456
2017,Broj,Ž,85+,16162
2018,Broj,Oba spola,Ukupno,2196233
2018,Broj,Oba spola,0-4,95427
2018,Broj,Oba spola, 5-9,114506
2018,Broj,Oba spola, 10-14,115467
2018,Broj,Oba spola, 15-19,125034
2018,Broj,Oba spola,20-24,159766
2018,Broj,Oba spola,25-29,148643
2018,Broj,Oba spola,30-34,161669
2018,Broj,Oba spola,35-39,158386
2018,Broj,Oba spola,40-44,155109
2018,Broj,Oba spola,45-49,151988
2018,Broj,Oba spola,50-54,163072
2018,Broj,Oba spola,55-59,167782
2018,Broj,Oba spola,60-64,147365
2018,Broj,Oba spola,65-69,118176
2018,Broj,Oba spola,70-74,77582
2018,Broj,Oba spola,75-79,63593
2018,Broj,Oba spola,80-84,45260
2018,Broj,Oba spola,85+,27408
2018,Broj,M,Ukupno,1077981
2018,Broj,M,0-4,49074
2018,Broj,M, 5-9,58820
2018,Broj,M, 10-14,59329
2018,Broj,M, 15-19,63968
2018,Broj,M,20-24,82186
2018,Broj,M,25-29,75996
2018,Broj,M,30-34,82760
2018,Broj,M,35-39,80498
2018,Broj,M,40-44,77507
2018,Broj,M,45-49,75438
2018,Broj,M,50-54,80161
2018,Broj,M,55-59,81453
2018,Broj,M,60-64,70164
2018,Broj,M,65-69,53757
2018,Broj,M,70-74,33538
2018,Broj,M,75-79,25892
2018,Broj,M,80-84,17649
2018,Broj,M,85+,9791
2018,Broj,Ž,Ukupno,1118252
2018,Broj,Ž,0-4,46353
2018,Broj,Ž, 5-9,55686
2018,Broj,Ž, 10-14,56138
2018,Broj,Ž, 15-19,61066
2018,Broj,Ž,20-24,77580
2018,Broj,Ž,25-29,72647
2018,Broj,Ž,30-34,78909
2018,Broj,Ž,35-39,77888
2018,Broj,Ž,40-44,77602
2018,Broj,Ž,45-49,76550
2018,Broj,Ž,50-54,82911
2018,Broj,Ž,55-59,86329
2018,Broj,Ž,60-64,77201
2018,Broj,Ž,65-69,64419
2018,Broj,Ž,70-74,44044
2018,Broj,Ž,75-79,37701
2018,Broj,Ž,80-84,27611
2018,Broj,Ž,85+,17617
2019,Broj,Oba spola,Ukupno,2190098
2019,Broj,Oba spola,0-4,93672
2019,Broj,Oba spola, 5-9,110200
2019,Broj,Oba spola, 10-14,116312
2019,Broj,Oba spola, 15-19,120759
2019,Broj,Oba spola,20-24,159654
2019,Broj,Oba spola,25-29,143744
2019,Broj,Oba spola,30-34,159356
2019,Broj,Oba spola,35-39,159956
2019,Broj,Oba spola,40-44,155216
2019,Broj,Oba spola,45-49,150719
2019,Broj,Oba spola,50-54,160360
2019,Broj,Oba spola,55-59,166555
2019,Broj,Oba spola,60-64,150575
2019,Broj,Oba spola,65-69,122496
2019,Broj,Oba spola,70-74,84070
2019,Broj,Oba spola,75-79,60179
2019,Broj,Oba spola,80-84,45981
2019,Broj,Oba spola,85+,30294
2019,Broj,M,Ukupno,1075017
2019,Broj,M,0-4,48151
2019,Broj,M, 5-9,56652
2019,Broj,M, 10-14,59725
2019,Broj,M, 15-19,61983
2019,Broj,M,20-24,81853
2019,Broj,M,25-29,73655
2019,Broj,M,30-34,81656
2019,Broj,M,35-39,81203
2019,Broj,M,40-44,77882
2019,Broj,M,45-49,74577
2019,Broj,M,50-54,78985
2019,Broj,M,55-59,80794
2019,Broj,M,60-64,71777
2019,Broj,M,65-69,56095
2019,Broj,M,70-74,36468
2019,Broj,M,75-79,24573
2019,Broj,M,80-84,17935
2019,Broj,M,85+,11053
2019,Broj,Ž,Ukupno,1115081
2019,Broj,Ž,0-4,45521
2019,Broj,Ž, 5-9,53548
2019,Broj,Ž, 10-14,56587
2019,Broj,Ž, 15-19,58776
2019,Broj,Ž,20-24,77801
2019,Broj,Ž,25-29,70089
2019,Broj,Ž,30-34,77700
2019,Broj,Ž,35-39,78753
2019,Broj,Ž,40-44,77334
2019,Broj,Ž,45-49,76142
2019,Broj,Ž,50-54,81375
2019,Broj,Ž,55-59,85761
2019,Broj,Ž,60-64,78798
2019,Broj,Ž,65-69,66401
2019,Broj,Ž,70-74,47602
2019,Broj,Ž,75-79,35606
2019,Broj,Ž,80-84,28046
2019,Broj,Ž,85+,19241
2020,Broj,Oba spola,Ukupno,2184680
2020,Broj,Oba spola,0-4,91389
2020,Broj,Oba spola, 5-9,106084
2020,Broj,Oba spola, 10-14,116793
2020,Broj,Oba spola, 15-19,118137
2020,Broj,Oba spola,20-24,151330
2020,Broj,Oba spola,25-29,145494
2020,Broj,Oba spola,30-34,158370
2020,Broj,Oba spola,35-39,160103
2020,Broj,Oba spola,40-44,155449
2020,Broj,Oba spola,45-49,151913
2020,Broj,Oba spola,50-54,155166
2020,Broj,Oba spola,55-59,165174
2020,Broj,Oba spola,60-64,152361
2020,Broj,Oba spola,65-69,127364
2020,Broj,Oba spola,70-74,90123
2020,Broj,Oba spola,75-79,56283
2020,Broj,Oba spola,80-84,48412
2020,Broj,Oba spola,85+,34735
2020,Broj,M,Ukupno,1072549
2020,Broj,M,0-4,47199
2020,Broj,M, 5-9,54398
2020,Broj,M, 10-14,60034
2020,Broj,M, 15-19,60717
2020,Broj,M,20-24,77586
2020,Broj,M,25-29,74375
2020,Broj,M,30-34,81217
2020,Broj,M,35-39,81502
2020,Broj,M,40-44,78115
2020,Broj,M,45-49,75231
2020,Broj,M,50-54,76476
2020,Broj,M,55-59,80164
2020,Broj,M,60-64,72620
2020,Broj,M,65-69,58656
2020,Broj,M,70-74,39259
2020,Broj,M,75-79,23129
2020,Broj,M,80-84,19109
2020,Broj,M,85+,12762
2020,Broj,Ž,Ukupno,1112131
2020,Broj,Ž,0-4,44190
2020,Broj,Ž, 5-9,51686
2020,Broj,Ž, 10-14,56759
2020,Broj,Ž, 15-19,57420
2020,Broj,Ž,20-24,73744
2020,Broj,Ž,25-29,71119
2020,Broj,Ž,30-34,77153
2020,Broj,Ž,35-39,78601
2020,Broj,Ž,40-44,77334
2020,Broj,Ž,45-49,76682
2020,Broj,Ž,50-54,78690
2020,Broj,Ž,55-59,85010
2020,Broj,Ž,60-64,79741
2020,Broj,Ž,65-69,68708
2020,Broj,Ž,70-74,50864
2020,Broj,Ž,75-79,33154
2020,Broj,Ž,80-84,29303
2020,Broj,Ž,85+,21973
2021,Broj,Oba spola,Ukupno,2168602
2021,Broj,Oba spola,0-4,89236
2021,Broj,Oba spola, 5-9,102040
2021,Broj,Oba spola, 10-14,116451
2021,Broj,Oba spola, 15-19,116137
2021,Broj,Oba spola,20-24,141134
2021,Broj,Oba spola,25-29,148254
2021,Broj,Oba spola,30-34,157693
2021,Broj,Oba spola,35-39,159296
2021,Broj,Oba spola,40-44,155334
2021,Broj,Oba spola,45-49,152636
2021,Broj,Oba spola,50-54,151826
2021,Broj,Oba spola,55-59,162987
2021,Broj,Oba spola,60-64,154198
2021,Broj,Oba spola,65-69,131006
2021,Broj,Oba spola,70-74,93597
2021,Broj,Oba spola,75-79,53719
2021,Broj,Oba spola,80-84,46382
2021,Broj,Oba spola,85+,36676
2021,Broj,M,Ukupno,1063923
2021,Broj,M,0-4,46071
2021,Broj,M, 5-9,52309
2021,Broj,M, 10-14,59876
2021,Broj,M, 15-19,59685
2021,Broj,M,20-24,72191
2021,Broj,M,25-29,75899
2021,Broj,M,30-34,80885
2021,Broj,M,35-39,81147
2021,Broj,M,40-44,78281
2021,Broj,M,45-49,75636
2021,Broj,M,50-54,74907
2021,Broj,M,55-59,79021
2021,Broj,M,60-64,73319
2021,Broj,M,65-69,60460
2021,Broj,M,70-74,40609
2021,Broj,M,75-79,22026
2021,Broj,M,80-84,17994
2021,Broj,M,85+,13607
2021,Broj,Ž,Ukupno,1104679
2021,Broj,Ž,0-4,43165
2021,Broj,Ž, 5-9,49731
2021,Broj,Ž, 10-14,56575
2021,Broj,Ž, 15-19,56452
2021,Broj,Ž,20-24,68943
2021,Broj,Ž,25-29,72355
2021,Broj,Ž,30-34,76808
2021,Broj,Ž,35-39,78149
2021,Broj,Ž,40-44,77053
2021,Broj,Ž,45-49,77000
2021,Broj,Ž,50-54,76919
2021,Broj,Ž,55-59,83966
2021,Broj,Ž,60-64,80879
2021,Broj,Ž,65-69,70546
2021,Broj,Ž,70-74,52988
2021,Broj,Ž,75-79,31693
2021,Broj,Ž,80-84,28388
2021,Broj,Ž,85+,23069
2022,Broj,Oba spola,Ukupno,2156846
2022,Broj,Oba spola,0-4,86353
2022,Broj,Oba spola, 5-9,98356
2022,Broj,Oba spola, 10-14,116128
2022,Broj,Oba spola, 15-19,115020
2022,Broj,Oba spola,20-24,130119
2022,Broj,Oba spola,25-29,153526
2022,Broj,Oba spola,30-34,154510
2022,Broj,Oba spola,35-39,159033
2022,Broj,Oba spola,40-44,155616
2022,Broj,Oba spola,45-49,151908
2022,Broj,Oba spola,50-54,150044
2022,Broj,Oba spola,55-59,159692
2022,Broj,Oba spola,60-64,157365
2022,Broj,Oba spola,65-69,132301
2022,Broj,Oba spola,70-74,95813
2022,Broj,Oba spola,75-79,56846
2022,Broj,Oba spola,80-84,44594
2022,Broj,Oba spola,85+,39622
2022,Broj,M,Ukupno,1058241
2022,Broj,M,0-4,44475
2022,Broj,M, 5-9,50488
2022,Broj,M, 10-14,59684
2022,Broj,M, 15-19,59149
2022,Broj,M,20-24,66395
2022,Broj,M,25-29,79097
2022,Broj,M,30-34,78789
2022,Broj,M,35-39,81176
2022,Broj,M,40-44,78718
2022,Broj,M,45-49,75390
2022,Broj,M,50-54,73992
2022,Broj,M,55-59,77658
2022,Broj,M,60-64,74602
2022,Broj,M,65-69,61276
2022,Broj,M,70-74,41689
2022,Broj,M,75-79,23571
2022,Broj,M,80-84,17307
2022,Broj,M,85+,14785
2022,Broj,Ž,Ukupno,1098605
2022,Broj,Ž,0-4,41878
2022,Broj,Ž, 5-9,47868
2022,Broj,Ž, 10-14,56444
2022,Broj,Ž, 15-19,55871
2022,Broj,Ž,20-24,63724
2022,Broj,Ž,25-29,74429
