Year,UNIT_MEASURE,Administrativna oblast,Spol,Value
2013,Broj,Posavski kanton,Oba spola,423.0
2013,Broj,Tuzlanski kanton,Oba spola,73700.0
2013,Broj,Zeničko-dobojski kanton,Oba spola,64654.0
2013,Broj,Bosansko-podrinjski kanton,Oba spola,
2013,Broj,Srednjobosanski kanton,Oba spola,18573.0
2013,Broj,Hercegovačko-neretvanski kanton,Oba spola,16085.0
2013,Broj,Zapadno-hercegovački kanton,Oba spola,4371.0
2013,Broj,Kanton Sarajevo,Oba spola,108806.0
2013,Broj,Kanton 10,Oba spola,5394.0
2013,Broj,Federacija Bosne i Hercegovine,M,150170.0
2013,Broj,Unsko-sanski kanton,M,8082.0
2013,Broj,Posavski kanton,M,173.0
2013,Broj,Tuzlanski kanton,M,28461.0
2013,Broj,Zeničko-dobojski kanton,M,29657.0
2013,Broj,Bosansko-podrinjski kanton,M,
2013,Broj,Srednjobosanski kanton,M,8949.0
2013,Broj,Hercegovačko-neretvanski kanton,M,7054.0
2013,Broj,Zapadno-hercegovački kanton,M,2151.0
2013,Broj,Kanton Sarajevo,M,63206.0
2013,Broj,Kanton 10,M,2437.0
2013,Broj,Federacija Bosne i Hercegovine,Ž,162820.0
2013,Broj,Unsko-sanski kanton,Ž,12902.0
2013,Broj,Posavski kanton,Ž,250.0
2013,Broj,Tuzlanski kanton,Ž,45239.0
2013,Broj,Zeničko-dobojski kanton,Ž,34997.0
2013,Broj,Bosansko-podrinjski kanton,Ž,
2013,Broj,Srednjobosanski kanton,Ž,9624.0
2013,Broj,Hercegovačko-neretvanski kanton,Ž,9031.0
2013,Broj,Zapadno-hercegovački kanton,Ž,2220.0
2013,Broj,Kanton Sarajevo,Ž,45600.0
2013,Broj,Kanton 10,Ž,2957.0
2014,Broj,Federacija Bosne i Hercegovine,Oba spola,300743.0
2014,Broj,Unsko-sanski kanton,Oba spola,21524.0
2014,Broj,Posavski kanton,Oba spola,975.0
2014,Broj,Tuzlanski kanton,Oba spola,63748.0
2014,Broj,Zeničko-dobojski kanton,Oba spola,59350.0
2014,Broj,Bosansko-podrinjski kanton,Oba spola,10433.0
2014,Broj,Srednjobosanski kanton,Oba spola,19890.0
2014,Broj,Hercegovačko-neretvanski kanton,Oba spola,17882.0
2014,Broj,Zapadno-hercegovački kanton,Oba spola,3530.0
2014,Broj,Kanton Sarajevo,Oba spola,97948.0
2014,Broj,Kanton 10,Oba spola,5463.0
2014,Broj,Federacija Bosne i Hercegovine,M,143250.0
2014,Broj,Unsko-sanski kanton,M,9405.0
2014,Broj,Posavski kanton,M,445.0
2014,Broj,Tuzlanski kanton,M,29484.0
2014,Broj,Zeničko-dobojski kanton,M,26577.0
2014,Broj,Bosansko-podrinjski kanton,M,3283.0
2014,Broj,Srednjobosanski kanton,M,9722.0
2014,Broj,Hercegovačko-neretvanski kanton,M,7567.0
2014,Broj,Zapadno-hercegovački kanton,M,1564.0
2014,Broj,Kanton Sarajevo,M,52841.0
2014,Broj,Kanton 10,M,2362.0
2014,Broj,Federacija Bosne i Hercegovine,Ž,157493.0
2014,Broj,Unsko-sanski kanton,Ž,12119.0
2014,Broj,Posavski kanton,Ž,530.0
2014,Broj,Tuzlanski kanton,Ž,34264.0
2014,Broj,Zeničko-dobojski kanton,Ž,32773.0
2014,Broj,Bosansko-podrinjski kanton,Ž,7150.0
2014,Broj,Srednjobosanski kanton,Ž,10168.0
2014,Broj,Hercegovačko-neretvanski kanton,Ž,10315.0
2014,Broj,Zapadno-hercegovački kanton,Ž,1966.0
2014,Broj,Kanton Sarajevo,Ž,45107.0
2014,Broj,Kanton 10,Ž,3101.0
2015,Broj,Federacija Bosne i Hercegovine,Oba spola,283575.0
2015,Broj,Unsko-sanski kanton,Oba spola,21810.0
2015,Broj,Posavski kanton,Oba spola,1041.0
2015,Broj,Tuzlanski kanton,Oba spola,63009.0
2015,Broj,Zeničko-dobojski kanton,Oba spola,55022.0
2015,Broj,Bosansko-podrinjski kanton,Oba spola,11535.0
2015,Broj,Srednjobosanski kanton,Oba spola,17407.0
2015,Broj,Hercegovačko-neretvanski kanton,Oba spola,17673.0
2015,Broj,Zapadno-hercegovački kanton,Oba spola,3614.0
2015,Broj,Kanton Sarajevo,Oba spola,86478.0
2015,Broj,Kanton 10,Oba spola,5986.0
2015,Broj,Federacija Bosne i Hercegovine,M,139273.0
2015,Broj,Unsko-sanski kanton,M,10336.0
2015,Broj,Posavski kanton,M,425.0
2015,Broj,Tuzlanski kanton,M,27833.0
2015,Broj,Zeničko-dobojski kanton,M,25681.0
2015,Broj,Bosansko-podrinjski kanton,M,4981.0
2015,Broj,Srednjobosanski kanton,M,8230.0
2015,Broj,Hercegovačko-neretvanski kanton,M,7348.0
2015,Broj,Zapadno-hercegovački kanton,M,1671.0
2015,Broj,Kanton Sarajevo,M,50212.0
2015,Broj,Kanton 10,M,2556.0
2015,Broj,Federacija Bosne i Hercegovine,Ž,144302.0
2015,Broj,Unsko-sanski kanton,Ž,11474.0
2015,Broj,Posavski kanton,Ž,616.0
2015,Broj,Tuzlanski kanton,Ž,35176.0
2015,Broj,Zeničko-dobojski kanton,Ž,29341.0
2015,Broj,Bosansko-podrinjski kanton,Ž,6554.0
2015,Broj,Srednjobosanski kanton,Ž,9177.0
2015,Broj,Hercegovačko-neretvanski kanton,Ž,10325.0
2015,Broj,Zapadno-hercegovački kanton,Ž,1943.0
2015,Broj,Kanton Sarajevo,Ž,36266.0
2015,Broj,Kanton 10,Ž,3430.0
2016,Broj,Federacija Bosne i Hercegovine,Oba spola,295304.0
2016,Broj,Unsko-sanski kanton,Oba spola,21855.0
2016,Broj,Posavski kanton,Oba spola,1060.0
2016,Broj,Tuzlanski kanton,Oba spola,68369.0
2016,Broj,Zeničko-dobojski kanton,Oba spola,48270.0
2016,Broj,Bosansko-podrinjski kanton,Oba spola,11194.0
2016,Broj,Srednjobosanski kanton,Oba spola,18371.0
2016,Broj,Hercegovačko-neretvanski kanton,Oba spola,17707.0
2016,Broj,Zapadno-hercegovački kanton,Oba spola,2187.0
2016,Broj,Kanton Sarajevo,Oba spola,101740.0
2016,Broj,Kanton 10,Oba spola,4551.0
2016,Broj,Federacija Bosne i Hercegovine,M,135801.0
2016,Broj,Unsko-sanski kanton,M,10051.0
2016,Broj,Posavski kanton,M,499.0
2016,Broj,Tuzlanski kanton,M,29440.0
2016,Broj,Zeničko-dobojski kanton,M,23551.0
2016,Broj,Bosansko-podrinjski kanton,M,5162.0
2016,Broj,Srednjobosanski kanton,M,8627.0
2016,Broj,Hercegovačko-neretvanski kanton,M,7663.0
2016,Broj,Zapadno-hercegovački kanton,M,979.0
2016,Broj,Kanton Sarajevo,M,47713.0
2016,Broj,Kanton 10,M,2116.0
2016,Broj,Federacija Bosne i Hercegovine,Ž,159503.0
2016,Broj,Unsko-sanski kanton,Ž,11804.0
2016,Broj,Posavski kanton,Ž,561.0
2016,Broj,Tuzlanski kanton,Ž,38929.0
2016,Broj,Zeničko-dobojski kanton,Ž,24719.0
2016,Broj,Bosansko-podrinjski kanton,Ž,6032.0
2016,Broj,Srednjobosanski kanton,Ž,9744.0
2016,Broj,Hercegovačko-neretvanski kanton,Ž,10044.0
2016,Broj,Zapadno-hercegovački kanton,Ž,1208.0
2016,Broj,Kanton Sarajevo,Ž,54027.0
2016,Broj,Kanton 10,Ž,2435.0
2017,Broj,Federacija Bosne i Hercegovine,Oba spola,272769.0
2017,Broj,Unsko-sanski kanton,Oba spola,21163.0
2017,Broj,Posavski kanton,Oba spola,1309.0
2017,Broj,Tuzlanski kanton,Oba spola,56420.0
2017,Broj,Zeničko-dobojski kanton,Oba spola,48168.0
2017,Broj,Bosansko-podrinjski kanton,Oba spola,10088.0
2017,Broj,Srednjobosanski kanton,Oba spola,18006.0
2017,Broj,Hercegovačko-neretvanski kanton,Oba spola,15978.0
2017,Broj,Zapadno-hercegovački kanton,Oba spola,2445.0
2017,Broj,Kanton Sarajevo,Oba spola,95028.0
2017,Broj,Kanton 10,Oba spola,4164.0
2017,Broj,Federacija Bosne i Hercegovine,M,124731.0
2017,Broj,Unsko-sanski kanton,M,10694.0
2017,Broj,Posavski kanton,M,615.0
2017,Broj,Tuzlanski kanton,M,24534.0
2017,Broj,Zeničko-dobojski kanton,M,22598.0
2017,Broj,Bosansko-podrinjski kanton,M,4588.0
2017,Broj,Srednjobosanski kanton,M,8052.0
2017,Broj,Hercegovačko-neretvanski kanton,M,5238.0
2017,Broj,Zapadno-hercegovački kanton,M,1062.0
2017,Broj,Kanton Sarajevo,M,45327.0
2017,Broj,Kanton 10,M,2023.0
2017,Broj,Federacija Bosne i Hercegovine,Ž,148038.0
2017,Broj,Unsko-sanski kanton,Ž,10469.0
2017,Broj,Posavski kanton,Ž,694.0
2017,Broj,Tuzlanski kanton,Ž,31886.0
2017,Broj,Zeničko-dobojski kanton,Ž,25570.0
2017,Broj,Bosansko-podrinjski kanton,Ž,5500.0
2017,Broj,Srednjobosanski kanton,Ž,9954.0
2017,Broj,Hercegovačko-neretvanski kanton,Ž,10740.0
2017,Broj,Zapadno-hercegovački kanton,Ž,1383.0
2017,Broj,Kanton Sarajevo,Ž,49701.0
2017,Broj,Kanton 10,Ž,2141.0
2018,Broj,Federacija Bosne i Hercegovine,Oba spola,495614.0
2018,Broj,Unsko-sanski kanton,Oba spola,26314.0
2018,Broj,Posavski kanton,Oba spola,2532.0
2018,Broj,Tuzlanski kanton,Oba spola,92459.0
2018,Broj,Zeničko-dobojski kanton,Oba spola,81918.0
2018,Broj,Bosansko-podrinjski kanton,Oba spola,14195.0
2018,Broj,Srednjobosanski kanton,Oba spola,27811.0
2018,Broj,Hercegovačko-neretvanski kanton,Oba spola,29813.0
2018,Broj,Zapadno-hercegovački kanton,Oba spola,4328.0
2018,Broj,Kanton Sarajevo,Oba spola,208374.0
2018,Broj,Kanton 10,Oba spola,7870.0
2018,Broj,Federacija Bosne i Hercegovine,M,324387.0
2018,Broj,Unsko-sanski kanton,M,17081.0
2018,Broj,Posavski kanton,M,1648.0
2018,Broj,Tuzlanski kanton,M,61012.0
2018,Broj,Zeničko-dobojski kanton,M,53492.0
2018,Broj,Bosansko-podrinjski kanton,M,9490.0
2018,Broj,Srednjobosanski kanton,M,17738.0
2018,Broj,Hercegovačko-neretvanski kanton,M,20533.0
2018,Broj,Zapadno-hercegovački kanton,M,2962.0
2018,Broj,Kanton Sarajevo,M,134532.0
2018,Broj,Kanton 10,M,5599.0
2018,Broj,Federacija Bosne i Hercegovine,Ž,171227.0
2018,Broj,Unsko-sanski kanton,Ž,9233.0
2018,Broj,Posavski kanton,Ž,884.0
2018,Broj,Tuzlanski kanton,Ž,31447.0
2018,Broj,Zeničko-dobojski kanton,Ž,28426.0
2018,Broj,Bosansko-podrinjski kanton,Ž,4705.0
2018,Broj,Srednjobosanski kanton,Ž,10073.0
2018,Broj,Hercegovačko-neretvanski kanton,Ž,9280.0
2018,Broj,Zapadno-hercegovački kanton,Ž,1366.0
2018,Broj,Kanton Sarajevo,Ž,73842.0
2018,Broj,Kanton 10,Ž,1971.0
