Year,UNIT_MEASURE,Value
2007,Number,15.0
2008,Number,11.0
2009,Number,14.9
2010,Number,12.6
2011,Number,10.3
2012,Number,14.8
2013,Number,8.4
2014,Number,14.4
2015,Number,13.4
2016,Number,19.1
2017,Number,10.3
