Year,Value,UNIT_MEASURE
2007,521,Број
2008,425,Број
2009,560,Број
2010,465,Број
2011,419,Број
2012,488,Број
2013,307,Број
2014,208,Број
2015,538,Број
2016,574,Број
2017,556,Број
