Year,Value,UNIT_MEASURE
2007,8165,Број
2008,8091,Број
2009,8409,Број
2010,8597,Број
2011,8598,Број
2012,8549,Број
2013,8183,Број
2014,8361,Број
2015,8322,Број
2016,8309,Број
2017,8206,Број
2018,7954,Број
2019,7872,Број
