Year,Value,UNIT_MEASURE
2008,4105,Број
2009,3806,Број
2010,3080,Број
2011,4598,Број
2012,4823,Број
2013,4597,Број
2014,4730,Број
2015,4788,Број
2016,4909,Број
2017,5038,Број
2018,4910,Број
