Year,Value,UNIT_MEASURE
2007,178,Број
2008,131,Број
2009,177,Број
2010,151,Број
2011,123,Број
2012,174,Број
2013,99,Број
2014,169,Број
2015,158,Број
2016,215,Број
2017,115,Број
