Year,Value,UNIT_MEASURE
2003,8,Број
2004,10,Број
2005,11,Број
2006,12,Број
2007,4,Број
2008,7,Број
2009,4,Број
2010,3,Број
2011,20,Број
2012,17,Број
2013,16,Број
2014,15,Број
2015,10,Број
2016,16,Број
2017,7,Број
2018,19,Број
2019,21,Број
