Year,Value,UNIT_MEASURE
2007,43.8,Број
2008,35.8,Број
2009,47.1,Број
2010,39.0,Број
2011,35.1,Број
2012,41.4,Број
2013,26.1,Број
2014,17.7,Број
2015,45.7,Број
2016,51.1,Број
2017,49.6,Број
