Year,Value,UNIT_MEASURE
2007,797,Број
2008,818,Број
2009,820,Број
2010,831,Број
2011,834,Број
2012,847,Број
2013,755,Број
2014,737,Број
2015,717,Број
2016,704,Број
2017,687,Број
2018,689,Број
2019,701,Број
