Year,Value,UNIT_MEASURE
2002,3,Број
2003,3,Број
2004,3,Број
2005,4,Број
2006,3,Број
2007,4,Број
2008,4,Број
2009,2,Број
2010,3,Број
2011,5,Број
2012,3,Број
2013,4,Број
2014,6,Број
2015,4,Број
2016,4,Број
2017,1,Број
2018,7,Број
2019,4,Број
