Year,Value,UNIT_MEASURE
2020,41.4,Број
2025,43.6,Број
2030,45.6,Број
2035,47.6,Број
2040,49.4,Број
2045,50.9,Број
2050,52.2,Број
2055,53.2,Број
2060,54.0,Број
2065,54.7,Број
2070,55.2,Број
