Year,Value,UNIT_MEASURE
2002,10,Број
2003,5,Број
2004,18,Број
2005,9,Број
2006,15,Број
2007,17,Број
2008,11,Број
2009,5,Број
2010,7,Број
2011,5,Број
2012,6,Број
2013,5,Број
2014,6,Број
2015,4,Број
2016,9,Број
2017,9,Број
2018,5,Број
2019,42,Број
