Year,Value,UNIT_MEASURE
2005,3683,Број
2006,3767,Број
2007,3979,Број
2008,4117,Број
2009,4268,Број
2010,4355,Број
2011,4443,Број
2012,4519,Број
2013,4625,Број
2014,4801,Број
2015,4764,Број
2016,4755,Број
2017,4810,Број
2018,4922,Број
2019,5092,Број
