Year,Value,UNIT_MEASURE
2007,15.0,Број
2008,11.0,Број
2009,14.9,Број
2010,12.6,Број
2011,10.3,Број
2012,14.8,Број
2013,8.4,Број
2014,14.4,Број
2015,13.4,Број
2016,19.1,Број
2017,10.3,Број
