Year,UNIT_MEASURE,Sex,Value
1991.0,Number,M,110.0
1992.0,Number,M,50.0
1993.0,Number,M,60.0
1994.0,Number,M,3232.0
1995.0,Number,M,323.0
1996.0,Number,M,3232.0
1991.0,Number,F,110.0
1992.0,Number,F,50.0
1993.0,Number,F,60.0
1994.0,Number,F,3232.0
1995.0,Number,F,323.0
1996.0,Number,F,3232.0
,,,
