Year,UNIT_MEASURE,Value
2020,Birth Rate,8.8
2025,Birth Rate,8.2
2030,Birth Rate,7.6
2035,Birth Rate,7.0
2040,Birth Rate,6.7
2045,Birth Rate,6.5
2050,Birth Rate,6.4
2055,Birth Rate,6.3
2060,Birth Rate,6.2
2065,Birth Rate,6.1
2070,Birth Rate,6.1
