Year,UNIT_MEASURE,Sex,Value
2015,Number,Both sexes,561284
2015,Number,M,280867
2015,Number,F,280417
2016,Number,Both sexes,542736
2016,Number,M,268561
2016,Number,F,274175
2017,Number,Both sexes,541572
2017,Number,M,280855
2017,Number,F,260717
2018,Number,Both sexes,549546
2018,Number,M,283301
2018,Number,F,266245
2019,Number,Both sexes,540302
2019,Number,M,279848
2019,Number,F,260454
2020,Number,Both sexes,546605
2020,Number,M,279742
2020,Number,F,266863
