Year,UNIT_MEASURE,Sex,Value
2004,Age,M,35.6
2007,Age,M,35.8
2011,Age,M,37.6
2013,Age,M,37.2
2015,Age,M,39.2
2004,Age,F,37.2
2007,Age,F,38.1
2011,Age,F,39.4
2013,Age,F,39.7
2015,Age,F,42.2
