Year,UNIT_MEASURE,Value
2007,Number,521
2008,Number,425
2009,Number,560
2010,Number,465
2011,Number,419
2012,Number,488
2013,Number,307
2014,Number,208
2015,Number,538
2016,Number,574
2017,Number,556
