Year,UNIT_MEASURE,Sex,Value
2020,%,Both sexes,23.7
2020,%,_M,21.8
2020,%,_F,25.6
2021,%,Both sexes,20.8
2021,%,_M,19.6
2021,%,_F,22.0
2022,%,Both sexes,18.6
2022,%,_M,17.8
2022,%,_F,19.5
