Year,UNIT_MEASURE,Value
2002,Number,10
2003,Number,5
2004,Number,18
2005,Number,9
2006,Number,15
2007,Number,17
2008,Number,11
2009,Number,5
2010,Number,7
2011,Number,5
2012,Number,6
2013,Number,5
2014,Number,6
2015,Number,4
2016,Number,9
2017,Number,9
2018,Number,5
2019,Number,42
