Year,UNIT_MEASURE,Value
2002,Number,3
2003,Number,3
2004,Number,3
2005,Number,4
2006,Number,3
2007,Number,4
2008,Number,4
2009,Number,2
2010,Number,3
2011,Number,5
2012,Number,3
2013,Number,4
2014,Number,6
2015,Number,4
2016,Number,4
2017,Number,1
2018,Number,7
2019,Number,4
