Year,UNIT_MEASURE,Value
1996,%,110.6
1997,%,109.9
1998,%,108.0
1999,%,103.8
2000,%,106.5
2001,%,105.8
2002,%,105.4
2003,%,109.0
2004,%,106.5
2005,%,106.0
2006,%,107.8
2007,%,108.4
2008,%,104.8
2009,%,107.6
2010,%,106.8
2011,%,107.8
2012,%,108.1
2013,%,106.5
2014,%,105.1
2015,%,104.3
2016,%,108.2
2017,%,107.0
2018,%,106.4
2019,%,107.7
2020,%,107.1
2021,%,104.5
2022,%,106.4
