Year,UNIT_MEASURE,Administrativna oblast,type_of_school,Spol,Value
2018,Broj,Zeničko-dobojski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2019,Broj,Zeničko-dobojski kanton,Gimnazija,Ž,
2019,Broj,Zeničko-dobojski kanton,Tehničke škole,Ž,
2019,Broj,Zeničko-dobojski kanton,Stručne škole,Ž,
2019,Broj,Zeničko-dobojski kanton,Umjetničke škole,Ž,
2019,Broj,Zeničko-dobojski kanton,Vjerske škole,Ž,
2019,Broj,Zeničko-dobojski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2020,Broj,Zeničko-dobojski kanton,Gimnazija,Ž,
2020,Broj,Zeničko-dobojski kanton,Tehničke škole,Ž,
2020,Broj,Zeničko-dobojski kanton,Stručne škole,Ž,
2020,Broj,Zeničko-dobojski kanton,Umjetničke škole,Ž,
2020,Broj,Zeničko-dobojski kanton,Vjerske škole,Ž,
2020,Broj,Zeničko-dobojski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2016,Broj,Bosansko-podrinjski kanton,Gimnazija,Ž,
2016,Broj,Bosansko-podrinjski kanton,Tehničke škole,Ž,
2016,Broj,Bosansko-podrinjski kanton,Stručne škole,Ž,
2016,Broj,Bosansko-podrinjski kanton,Umjetničke škole,Ž,
2016,Broj,Bosansko-podrinjski kanton,Vjerske škole,Ž,
2016,Broj,Bosansko-podrinjski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2017,Broj,Bosansko-podrinjski kanton,Gimnazija,Ž,
2017,Broj,Bosansko-podrinjski kanton,Tehničke škole,Ž,
2017,Broj,Bosansko-podrinjski kanton,Stručne škole,Ž,
2017,Broj,Bosansko-podrinjski kanton,Umjetničke škole,Ž,
2017,Broj,Bosansko-podrinjski kanton,Vjerske škole,Ž,
2017,Broj,Bosansko-podrinjski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2018,Broj,Bosansko-podrinjski kanton,Gimnazija,Ž,
2018,Broj,Bosansko-podrinjski kanton,Tehničke škole,Ž,
2018,Broj,Bosansko-podrinjski kanton,Stručne škole,Ž,
2018,Broj,Bosansko-podrinjski kanton,Umjetničke škole,Ž,
2018,Broj,Bosansko-podrinjski kanton,Vjerske škole,Ž,
2018,Broj,Bosansko-podrinjski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2019,Broj,Bosansko-podrinjski kanton,Gimnazija,Ž,
2019,Broj,Bosansko-podrinjski kanton,Tehničke škole,Ž,
2019,Broj,Bosansko-podrinjski kanton,Stručne škole,Ž,
2019,Broj,Bosansko-podrinjski kanton,Umjetničke škole,Ž,
2019,Broj,Bosansko-podrinjski kanton,Vjerske škole,Ž,
2019,Broj,Bosansko-podrinjski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2020,Broj,Bosansko-podrinjski kanton,Gimnazija,Ž,
2020,Broj,Bosansko-podrinjski kanton,Tehničke škole,Ž,
2020,Broj,Bosansko-podrinjski kanton,Stručne škole,Ž,
2020,Broj,Bosansko-podrinjski kanton,Umjetničke škole,Ž,
2020,Broj,Bosansko-podrinjski kanton,Vjerske škole,Ž,
2020,Broj,Bosansko-podrinjski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2016,Broj,Srednjobosanski kanton,Gimnazija,Ž,
2016,Broj,Srednjobosanski kanton,Tehničke škole,Ž,
2016,Broj,Srednjobosanski kanton,Stručne škole,Ž,
2016,Broj,Srednjobosanski kanton,Umjetničke škole,Ž,
2016,Broj,Srednjobosanski kanton,Vjerske škole,Ž,
2016,Broj,Srednjobosanski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2017,Broj,Srednjobosanski kanton,Gimnazija,Ž,
2017,Broj,Srednjobosanski kanton,Tehničke škole,Ž,
2017,Broj,Srednjobosanski kanton,Stručne škole,Ž,
2017,Broj,Srednjobosanski kanton,Umjetničke škole,Ž,
2017,Broj,Srednjobosanski kanton,Vjerske škole,Ž,
2017,Broj,Srednjobosanski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2018,Broj,Srednjobosanski kanton,Gimnazija,Ž,
2018,Broj,Srednjobosanski kanton,Tehničke škole,Ž,
2018,Broj,Srednjobosanski kanton,Stručne škole,Ž,
2018,Broj,Srednjobosanski kanton,Umjetničke škole,Ž,
2018,Broj,Srednjobosanski kanton,Vjerske škole,Ž,
2018,Broj,Srednjobosanski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2019,Broj,Srednjobosanski kanton,Gimnazija,Ž,
2019,Broj,Srednjobosanski kanton,Tehničke škole,Ž,
2019,Broj,Srednjobosanski kanton,Stručne škole,Ž,
2019,Broj,Srednjobosanski kanton,Umjetničke škole,Ž,
2019,Broj,Srednjobosanski kanton,Vjerske škole,Ž,
2019,Broj,Srednjobosanski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2020,Broj,Srednjobosanski kanton,Gimnazija,Ž,
2020,Broj,Srednjobosanski kanton,Tehničke škole,Ž,
2020,Broj,Srednjobosanski kanton,Stručne škole,Ž,
2020,Broj,Srednjobosanski kanton,Umjetničke škole,Ž,
2020,Broj,Srednjobosanski kanton,Vjerske škole,Ž,
2020,Broj,Srednjobosanski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2016,Broj,Hercegovačko-neretvanski kanton,Gimnazija,Ž,
2016,Broj,Hercegovačko-neretvanski kanton,Tehničke škole,Ž,
2016,Broj,Hercegovačko-neretvanski kanton,Stručne škole,Ž,
2016,Broj,Hercegovačko-neretvanski kanton,Umjetničke škole,Ž,
2016,Broj,Hercegovačko-neretvanski kanton,Vjerske škole,Ž,
2016,Broj,Hercegovačko-neretvanski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2017,Broj,Hercegovačko-neretvanski kanton,Gimnazija,Ž,
2017,Broj,Hercegovačko-neretvanski kanton,Tehničke škole,Ž,
2017,Broj,Hercegovačko-neretvanski kanton,Stručne škole,Ž,
2017,Broj,Hercegovačko-neretvanski kanton,Umjetničke škole,Ž,
2017,Broj,Hercegovačko-neretvanski kanton,Vjerske škole,Ž,
2017,Broj,Hercegovačko-neretvanski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2018,Broj,Hercegovačko-neretvanski kanton,Gimnazija,Ž,
2018,Broj,Hercegovačko-neretvanski kanton,Tehničke škole,Ž,
2018,Broj,Hercegovačko-neretvanski kanton,Stručne škole,Ž,
2018,Broj,Hercegovačko-neretvanski kanton,Umjetničke škole,Ž,
2018,Broj,Hercegovačko-neretvanski kanton,Vjerske škole,Ž,
2018,Broj,Hercegovačko-neretvanski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2019,Broj,Hercegovačko-neretvanski kanton,Gimnazija,Ž,
2019,Broj,Hercegovačko-neretvanski kanton,Tehničke škole,Ž,
2019,Broj,Hercegovačko-neretvanski kanton,Stručne škole,Ž,
2019,Broj,Hercegovačko-neretvanski kanton,Umjetničke škole,Ž,
2019,Broj,Hercegovačko-neretvanski kanton,Vjerske škole,Ž,
2019,Broj,Hercegovačko-neretvanski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2020,Broj,Hercegovačko-neretvanski kanton,Gimnazija,Ž,
2020,Broj,Hercegovačko-neretvanski kanton,Tehničke škole,Ž,
2020,Broj,Hercegovačko-neretvanski kanton,Stručne škole,Ž,
2020,Broj,Hercegovačko-neretvanski kanton,Umjetničke škole,Ž,
2020,Broj,Hercegovačko-neretvanski kanton,Vjerske škole,Ž,
2020,Broj,Hercegovačko-neretvanski kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2016,Broj,Zapadno-hercegovački kanton,Gimnazija,Ž,
2016,Broj,Zapadno-hercegovački kanton,Tehničke škole,Ž,
2016,Broj,Zapadno-hercegovački kanton,Stručne škole,Ž,
2016,Broj,Zapadno-hercegovački kanton,Umjetničke škole,Ž,
2016,Broj,Zapadno-hercegovački kanton,Vjerske škole,Ž,
2016,Broj,Zapadno-hercegovački kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2017,Broj,Zapadno-hercegovački kanton,Gimnazija,Ž,
2017,Broj,Zapadno-hercegovački kanton,Tehničke škole,Ž,
2017,Broj,Zapadno-hercegovački kanton,Stručne škole,Ž,
2017,Broj,Zapadno-hercegovački kanton,Umjetničke škole,Ž,
2017,Broj,Zapadno-hercegovački kanton,Vjerske škole,Ž,
2017,Broj,Zapadno-hercegovački kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2018,Broj,Zapadno-hercegovački kanton,Gimnazija,Ž,
2018,Broj,Zapadno-hercegovački kanton,Tehničke škole,Ž,
2018,Broj,Zapadno-hercegovački kanton,Stručne škole,Ž,
2018,Broj,Zapadno-hercegovački kanton,Umjetničke škole,Ž,
2018,Broj,Zapadno-hercegovački kanton,Vjerske škole,Ž,
2018,Broj,Zapadno-hercegovački kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2019,Broj,Zapadno-hercegovački kanton,Gimnazija,Ž,
2019,Broj,Zapadno-hercegovački kanton,Tehničke škole,Ž,
2019,Broj,Zapadno-hercegovački kanton,Stručne škole,Ž,
2019,Broj,Zapadno-hercegovački kanton,Umjetničke škole,Ž,
2019,Broj,Zapadno-hercegovački kanton,Vjerske škole,Ž,
2019,Broj,Zapadno-hercegovački kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2020,Broj,Zapadno-hercegovački kanton,Gimnazija,Ž,
2020,Broj,Zapadno-hercegovački kanton,Tehničke škole,Ž,
2020,Broj,Zapadno-hercegovački kanton,Stručne škole,Ž,
2020,Broj,Zapadno-hercegovački kanton,Umjetničke škole,Ž,
2020,Broj,Zapadno-hercegovački kanton,Vjerske škole,Ž,
2020,Broj,Zapadno-hercegovački kanton,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2016,Broj,Kanton Sarajevo,Gimnazija,Ž,
2016,Broj,Kanton Sarajevo,Tehničke škole,Ž,
2016,Broj,Kanton Sarajevo,Stručne škole,Ž,
2016,Broj,Kanton Sarajevo,Umjetničke škole,Ž,
2016,Broj,Kanton Sarajevo,Vjerske škole,Ž,
2016,Broj,Kanton Sarajevo,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2017,Broj,Kanton Sarajevo,Gimnazija,Ž,
2017,Broj,Kanton Sarajevo,Tehničke škole,Ž,
2017,Broj,Kanton Sarajevo,Stručne škole,Ž,
2017,Broj,Kanton Sarajevo,Umjetničke škole,Ž,
2017,Broj,Kanton Sarajevo,Vjerske škole,Ž,
2017,Broj,Kanton Sarajevo,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2018,Broj,Kanton Sarajevo,Gimnazija,Ž,
2018,Broj,Kanton Sarajevo,Tehničke škole,Ž,
2018,Broj,Kanton Sarajevo,Stručne škole,Ž,
2018,Broj,Kanton Sarajevo,Umjetničke škole,Ž,
2018,Broj,Kanton Sarajevo,Vjerske škole,Ž,
2018,Broj,Kanton Sarajevo,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2019,Broj,Kanton Sarajevo,Gimnazija,Ž,
2019,Broj,Kanton Sarajevo,Tehničke škole,Ž,
2019,Broj,Kanton Sarajevo,Stručne škole,Ž,
2019,Broj,Kanton Sarajevo,Umjetničke škole,Ž,
2019,Broj,Kanton Sarajevo,Vjerske škole,Ž,
2019,Broj,Kanton Sarajevo,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2020,Broj,Kanton Sarajevo,Gimnazija,Ž,
2020,Broj,Kanton Sarajevo,Tehničke škole,Ž,
2020,Broj,Kanton Sarajevo,Stručne škole,Ž,
2020,Broj,Kanton Sarajevo,Umjetničke škole,Ž,
2020,Broj,Kanton Sarajevo,Vjerske škole,Ž,
2020,Broj,Kanton Sarajevo,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2016,Broj,Kanton 10,Gimnazija,Ž,
2016,Broj,Kanton 10,Tehničke škole,Ž,
2016,Broj,Kanton 10,Stručne škole,Ž,
2016,Broj,Kanton 10,Umjetničke škole,Ž,
2016,Broj,Kanton 10,Vjerske škole,Ž,
2016,Broj,Kanton 10,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2017,Broj,Kanton 10,Gimnazija,Ž,
2017,Broj,Kanton 10,Tehničke škole,Ž,
2017,Broj,Kanton 10,Stručne škole,Ž,
2017,Broj,Kanton 10,Umjetničke škole,Ž,
2017,Broj,Kanton 10,Vjerske škole,Ž,
2017,Broj,Kanton 10,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2018,Broj,Kanton 10,Gimnazija,Ž,
2018,Broj,Kanton 10,Tehničke škole,Ž,
2018,Broj,Kanton 10,Stručne škole,Ž,
2018,Broj,Kanton 10,Umjetničke škole,Ž,
2018,Broj,Kanton 10,Vjerske škole,Ž,
2018,Broj,Kanton 10,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2019,Broj,Kanton 10,Gimnazija,Ž,
2019,Broj,Kanton 10,Tehničke škole,Ž,
2019,Broj,Kanton 10,Stručne škole,Ž,
2019,Broj,Kanton 10,Umjetničke škole,Ž,
2019,Broj,Kanton 10,Vjerske škole,Ž,
2019,Broj,Kanton 10,Srednje škole za djecu s poteškoćama u razvoju,Ž,
2020,Broj,Kanton 10,Gimnazija,Ž,
2020,Broj,Kanton 10,Tehničke škole,Ž,
2020,Broj,Kanton 10,Stručne škole,Ž,
2020,Broj,Kanton 10,Umjetničke škole,Ž,
2020,Broj,Kanton 10,Vjerske škole,Ž,
2020,Broj,Kanton 10,Srednje škole za djecu s poteškoćama u razvoju,Ž,
