Year,UNIT_MEASURE,Пол,Value
2015,Број,Оба пола,561284
2015,Број,M,280867
2015,Број,Ж,280417
2016,Број,Оба пола,542736
2016,Број,M,268561
2016,Број,Ж,274175
2017,Број,Оба пола,541572
2017,Број,M,280855
2017,Број,Ж,260717
2018,Број,Оба пола,549546
2018,Број,M,283301
2018,Број,Ж,266245
2019,Број,Оба пола,540302
2019,Број,M,279848
2019,Број,Ж,260454
2020,Број,Оба пола,546605
2020,Број,M,279742
2020,Број,Ж,266863
