Year,Value,UNIT_MEASURE
2003,8,Number
2004,10,Number
2005,11,Number
2006,12,Number
2007,4,Number
2008,7,Number
2009,4,Number
2010,3,Number
2011,20,Number
2012,17,Number
2013,16,Number
2014,15,Number
2015,10,Number
2016,16,Number
2017,7,Number
2018,19,Number
2019,21,Number
