Year,Value,UNIT_MEASURE
2007,43.8,Number
2008,35.8,Number
2009,47.1,Number
2010,39.0,Number
2011,35.1,Number
2012,41.4,Number
2013,26.1,Number
2014,17.7,Number
2015,45.7,Number
2016,51.1,Number
2017,49.6,Number
