Year,Value,UNIT_MEASURE
2002,3,Number
2003,3,Number
2004,3,Number
2005,4,Number
2006,3,Number
2007,4,Number
2008,4,Number
2009,2,Number
2010,3,Number
2011,5,Number
2012,3,Number
2013,4,Number
2014,6,Number
2015,4,Number
2016,4,Number
2017,1,Number
2018,7,Number
2019,4,Number
