Year,Value,UNIT_MEASURE
2020,41.4,Number
2025,43.6,Number
2030,45.6,Number
2035,47.6,Number
2040,49.4,Number
2045,50.9,Number
2050,52.2,Number
2055,53.2,Number
2060,54.0,Number
2065,54.7,Number
2070,55.2,Number
