Year,Value,UNIT_MEASURE
2008,4105,Number
2009,3806,Number
2010,3080,Number
2011,4598,Number
2012,4823,Number
2013,4597,Number
2014,4730,Number
2015,4788,Number
2016,4909,Number
2017,5038,Number
2018,4910,Number
