Year,Value,UNIT_MEASURE
1996,23.6,Age
1997,23.5,Age
1998,23.9,Age
1999,24.2,Age
2000,24.2,Age
2001,24.2,Age
2002,24.2,Age
2003,24.3,Age
2004,24.5,Age
2005,24.5,Age
2006,24.6,Age
2007,24.8,Age
2008,24.9,Age
2009,25.1,Age
2010,25.4,Age
2011,25.6,Age
2012,25.7,Age
2013,26.1,Age
2014,26.2,Age
2015,26.4,Age
2016,26.3,Age
2017,26.7,Age
2018,26.7,Age
2019,26.8,Age
2020,26.9,Age
2021,27.1,Age
2022,27.2,Age
