Year,Value,UNIT_MEASURE
2007,521,Number
2008,425,Number
2009,560,Number
2010,465,Number
2011,419,Number
2012,488,Number
2013,307,Number
2014,208,Number
2015,538,Number
2016,574,Number
2017,556,Number
