Year,Value,UNIT_MEASURE
2007,8165,Number
2008,8091,Number
2009,8409,Number
2010,8597,Number
2011,8598,Number
2012,8549,Number
2013,8183,Number
2014,8361,Number
2015,8322,Number
2016,8309,Number
2017,8206,Number
2018,7954,Number
2019,7872,Number
