Year,Value,UNIT_MEASURE
2007,15.0,Number
2008,11.0,Number
2009,14.9,Number
2010,12.6,Number
2011,10.3,Number
2012,14.8,Number
2013,8.4,Number
2014,14.4,Number
2015,13.4,Number
2016,19.1,Number
2017,10.3,Number
