Year,UNIT_MEASURE,Spol,Value
2015,Broj,Oba spola,561284
2015,Broj,M,280867
2015,Broj,Ž,280417
2016,Broj,Oba spola,542736
2016,Broj,M,268561
2016,Broj,Ž,274175
2017,Broj,Oba spola,541572
2017,Broj,M,280855
2017,Broj,Ž,260717
2018,Broj,Oba spola,549546
2018,Broj,M,283301
2018,Broj,Ž,266245
2019,Broj,Oba spola,540302
2019,Broj,M,279848
2019,Broj,Ž,260454
2020,Broj,Oba spola,546605
2020,Broj,M,279742
2020,Broj,Ž,266863
