Year,UNIT_MEASURE,Value
2008,Number,4105
2009,Number,3806
2010,Number,3080
2011,Number,4598
2012,Number,4823
2013,Number,4597
2014,Number,4730
2015,Number,4788
2016,Number,4909
2017,Number,5038
2018,Number,4910
